sma,coef.RNA.log.ACT2,r.sqr.RNA.log.ACT2,aic.RNA.log.ACT2,loglik.RNA.log.ACT2,coef.RNA.ACT2,r.sqr.RNA.ACT2,aic.RNA.ACT2,loglik.RNA.ACT2,coef.RNA.log.PP2A,r.sqr.RNA.log.PP2A,aic.RNA.log.PP2A,loglik.RNA.log.PP2A,coef.RNA.PP2A,r.sqr.RNA.PP2A,aic.RNA.PP2A,loglik.RNA.PP2A
51,6.43104890869425,0.79199743127262,302.765650242041,-148.38282512102,4.45665600610731,0.486805769286701,434.029453008933,-214.014726504467,6.25716417439819,0.770808163946617,315.975868837445,-154.987934418723,8.85234682491211,0.28959036612686,874.004818330644,-434.002409165322
52,6.43493862069026,0.791007117171998,303.715603972944,-148.857801986472,4.45740053958286,0.485771730295464,434.432029102001,-214.216014551,6.2600920910392,0.76965117892658,316.97791512824,-155.48895756412,8.85901164030219,0.289320430244283,874.08041842829,-434.040209214145
53,6.43144187337832,0.79040304621597,304.292848160483,-149.146424080241,4.45111996974708,0.484560320960932,434.902631258722,-214.451315629361,6.25550265826805,0.768754232417634,317.751288925591,-155.875644462795,8.84617045504093,0.288569059207611,874.290701453557,-434.145350726778
54,6.43239204379133,0.789797002542918,304.870308059926,-149.435154029963,4.45213971536722,0.484267562119051,435.016194783159,-214.50809739158,6.2550745924269,0.767833641637087,318.541936369028,-156.270968184514,8.83809889333603,0.287737142580514,874.523267512133,-434.261633756066
55,6.43536911857568,0.789959962556971,304.715197794021,-149.35759889701,4.45126674573161,0.483729683696961,435.224674254212,-214.612337127106,6.25772901780797,0.767959606605936,318.433936951435,-156.216968475718,8.83236164369753,0.28716705940239,874.6824800488,-434.3412400244
56,6.43446923185963,0.789170316605146,305.465688351364,-149.732844175682,4.45051275719874,0.483217580081323,435.422961772218,-214.711480886109,6.25630011825401,0.767084894029191,319.182688211998,-156.591344105999,8.82915071300004,0.286762399645925,874.795415968007,-434.397707984003
57,6.44926828110127,0.789893185609728,304.778772658394,-149.389386329197,4.45384817986986,0.482164952623835,435.829924868806,-214.914962434403,6.26942497118639,0.767492187992919,318.834396297952,-156.417198148976,8.8344118384861,0.286055228386402,874.992625651823,-434.496312825912
58,6.45876418222075,0.789530447358358,305.123764312464,-149.561882156232,4.45662094308682,0.481125927241107,436.230818701199,-215.115409350599,6.27773655567309,0.766931106217682,319.314039398381,-156.657019699191,8.83928082676991,0.285404033117299,875.174052563966,-434.587026281983
59,6.46604402324132,0.788068936696631,306.507774125747,-150.253887062874,4.45679224547578,0.479191400502594,436.975095401269,-215.487547700635,6.28457786860888,0.765476725984392,320.551966890258,-157.275983445129,8.84100450539688,0.284353811460868,875.46630258107,-434.733151290535
60,6.4669463694388,0.787372629688418,307.16380408761,-150.581902043805,4.44910910953243,0.476985579337819,437.820382161831,-215.910191080915,6.2856022567529,0.764846684255738,321.085859283193,-157.542929641597,8.83073544829306,0.283367740774106,875.740310889963,-434.870155444982
61,6.4825749744046,0.786769615692266,307.730203917259,-150.865101958629,4.45428992409754,0.475430223266313,438.414265581694,-216.207132790847,6.30154731601937,0.76444850471511,321.422536307216,-157.711268153608,8.84905259024648,0.282958957970138,875.853792504112,-434.926896252056
62,6.49484312377953,0.785712911127104,308.718894937774,-151.359447468887,4.45456211298621,0.47305750562719,439.316859581363,-216.658429790681,6.31359435655391,0.76348677077358,322.23337985986,-158.11668992993,8.85130301426258,0.281668736408207,876.211545205581,-435.10577260279
63,6.49580473573538,0.783302524824913,310.956015832631,-152.478007916315,4.45222940168803,0.470973000546684,440.1064686753,-217.05323433765,6.31398051893443,0.761042248990422,324.279620918807,-159.139810459404,8.84934417453023,0.28060830947972,876.505099671596,-435.252549835798
64,6.49562254739981,0.780526233026746,313.502106931394,-153.751053465697,4.45257504336283,0.469402911801182,440.699165618631,-217.349582809315,6.31264660760044,0.758089554337286,326.723507309919,-160.36175365496,8.84888332521715,0.279608621333707,876.781444042193,-435.390722021097
65,6.49674871469526,0.778335349663424,315.488695530935,-154.744347765468,4.45060174923283,0.467508408613205,441.4119961585,-217.70599807925,6.31219659307743,0.755598028748275,328.762599519423,-161.381299759712,8.84128960839415,0.278251221468811,877.156057635104,-435.578028817552
66,6.49626746097231,0.775354171553014,318.160577631424,-156.080288815712,4.45039786830389,0.465744089673303,442.073566228573,-218.036783114287,6.31084715061991,0.752515177892454,331.257057030516,-162.628528515258,8.84195510446424,0.277276213238587,877.424704713552,-435.712352356776
67,6.49386932677374,0.773062097160037,320.190849244277,-157.095424622138,4.4504037349838,0.464711536374189,442.459732018437,-218.229866009218,6.30770178029654,0.750105873808948,333.184984476242,-163.592492238121,8.83707091921101,0.276358613500966,877.677203011576,-435.838601505788
68,6.48980395673497,0.770421200817142,322.504828812503,-158.252414406251,4.44568083622963,0.462720746599252,443.20217169082,-218.60108584541,6.30279064701737,0.747335574223555,335.378938591043,-164.689469295522,8.82199109119778,0.274826865494712,878.097985606445,-436.048992803222
69,6.48554230019477,0.767962366815321,324.635478489714,-159.317739244857,4.43773201537115,0.460200230863989,444.138229411205,-219.069114705602,6.29784525073084,0.744768086790884,337.390901710788,-165.695450855394,8.80559249664775,0.273294139270312,878.518148213612,-436.259074106806
70,6.48235865318693,0.765487790012714,326.757095328234,-160.378547664117,4.43299825548801,0.458188957148425,444.882037077132,-219.441018538566,6.29385965735242,0.742153490379107,339.419087526655,-166.709543763327,8.79892529643644,0.272266964155253,878.799229642832,-436.399614821416
71,6.48765319310582,0.763406818390722,328.523990968771,-161.261995484386,4.43280326463378,0.456157728781283,445.630427271664,-219.815213635832,6.29823498498269,0.739959507532029,341.105189694755,-167.552594847377,8.80280171385892,0.271323953251059,879.056930859341,-436.52846542967
72,6.4887613581357,0.760632980879439,330.855168164973,-162.427584082486,4.4299810496937,0.453766704605945,446.507807916881,-220.253903958441,6.29881362341696,0.73715814877238,343.237507734182,-168.618753867091,8.80189657442937,0.270191535580125,879.365951846639,-436.682975923319
73,6.49496118151907,0.757929243111194,333.101577838636,-163.550788919318,4.42875069838807,0.451040305712806,447.5035792744,-220.7517896372,6.30426852617659,0.734411505498924,345.306226679486,-169.653113339743,8.80162917850987,0.268702843819324,879.771466353922,-436.885733176961
74,6.49608697820204,0.75567556682749,334.954961636626,-164.477480818313,4.42567665676194,0.448919448660641,448.27477276061,-221.137386380305,6.3051103197931,0.732179410073775,346.971701060339,-170.48585053017,8.80438084050908,0.267982130242361,879.967489781373,-436.983744890687
75,6.50380915122801,0.752902365243551,337.212272574702,-165.606136287351,4.43001818218564,0.447086382709679,448.938931209118,-221.469465604559,6.31227126719236,0.729435655014884,349.000034129666,-171.500017064833,8.82061558178082,0.267355752304826,880.137698617504,-437.068849308752
76,6.50766471122027,0.750132003694806,339.442117113681,-166.721058556841,4.42758242068084,0.444424514285681,449.899472375768,-221.949736187884,6.31497539805126,0.726514244664529,351.137213213567,-172.568606606784,8.81946679230828,0.265987684867806,880.508945037185,-437.254472518593
77,6.50524994639914,0.746231856272507,342.539770421691,-168.269885210846,4.42317490326827,0.441561678899104,450.927409972667,-222.463704986333,6.31062789586366,0.722282422507452,354.19288833593,-174.096444167965,8.81256397634998,0.264388480405291,880.942037922769,-437.471018961385
78,6.49857867881723,0.740997972240196,346.62274255832,-170.31137127916,4.41720765745609,0.438180685661159,452.134633524264,-223.067316762132,6.30256060428406,0.716863499927471,358.038448864018,-176.019224432009,8.80342404529375,0.262531677301244,881.443713395871,-437.721856697935
79,6.49348780704133,0.736636363134398,349.962709762247,-171.981354881124,4.41604860056043,0.436055857211229,452.889616628293,-223.444808314147,6.29685069161948,0.71247186027625,361.101381040565,-177.550690520282,8.80037364553274,0.261215661075641,881.798513498965,-437.899256749482
80,6.49043862952116,0.731989413354252,353.460860814888,-173.730430407444,4.41234320383569,0.432984766213056,453.975808974491,-223.987904487246,6.29340855847818,0.707865914563358,364.263921044309,-179.131960522154,8.79796313671119,0.259668629896952,882.214788324443,-438.107394162222
81,6.47817320660731,0.726931663832595,357.199980285405,-175.599990142703,4.40574080445845,0.4303320607112,454.909300515666,-224.454650257833,6.28004364323238,0.702645636691259,367.788544659256,-180.894272329628,8.78705094605588,0.258210192546361,882.606428536915,-438.303214268458
82,6.46986137556419,0.72275384330745,360.236717164717,-177.118358582359,4.39648899568418,0.427159215982355,456.020137683279,-225.010068841639,6.27144058566951,0.69848673885776,370.552541042278,-182.276270521139,8.77620428746994,0.256751536642791,882.99735801512,-438.49867900756
83,6.4609562204892,0.718559218230357,363.239976133708,-178.619988066854,4.38926725583222,0.424453735549462,456.962497819395,-225.481248909697,6.26193437352085,0.694241548698428,373.334842888475,-183.667421444237,8.76731157162782,0.255448009121675,883.34606343773,-438.673031718865
