date,K27.I.FUS3,K27.II.FUS3,K27.III.FUS3,K27.IV.FUS3,K27.V.FUS3,K27.VI.FUS3,K27.VII.FUS3,K27.VIII.FUS3,K27.I.STM,K27.II.STM,K27.III.STM,K27.IV.STM,K27.V.STM,K27.VI.STM,K27.VII.STM,K27.VIII.STM,K4.I.ACT2,K4.II.ACT2,K4.III.ACT2,K4.IV.ACT2,K4.V.ACT2,K4.VI.ACT2,K4.VII.ACT2,K4.VIII.ACT2,K4.I.PP2AA3,K4.II.PP2AA3,K4.III.PP2AA3,K4.IV.PP2AA3,K4.V.PP2AA3,K4.VI.PP2AA3,K4.VII.PP2AA3,K4.VIII.PP2AA3
121106,0.082517483,0.027344139,0.00607314,0.020358108,0.008445356,0.002756938,0.000798409,0.004712047,0.088298671,0.029259874,0.006498625,0.0217844,0.009037039,0.002950089,0.000854345,0.005042174,0.989160023,1.171223246,0.01657171,0.012259029,0.008938732,0.03083847,0.043138375,0.033648087,1.207434053,1.429672447,0.020228524,0.01496418,0.010911207,0.037643474,0.05265755,0.041073077
121106,0.016781239,0.01976868,0.007970302,0.011168831,0.013587005,0.006329004,0.002053183,0.010085002,0.013699921,0.016138818,0.006506821,0.009118046,0.011092203,0.005166893,0.001676184,0.008233226,0.959446856,0.995131912,0.04470813,0.0163879,0.021325967,0.032598264,0.063607763,0.050415766,1.156774662,1.199799003,0.053903175,0.019758372,0.025712043,0.039302694,0.076689864,0.060784691
121121,0.061022482,0.074271915,0.023613963,0.017975767,0.007535603,0.007954898,0.002446875,0.139979429,0.048597954,0.059149726,0.018806024,0.014315797,0.006001311,0.006335235,0.001948677,0.111478812,0.707570208,0.763313213,0.021654957,0.020388222,0.011207373,0.02746032,0.0561794,0.04446913,0.920060332,0.992543496,0.028158149,0.026511001,0.014573055,0.03570691,0.07305062,0.05782364
121121,0.17640441,0.139453073,0.077753728,0.024819168,0.017854683,0.008087696,0.001799443,0.02277119,0.159537135,0.126118977,0.070319143,0.022446032,0.016147471,0.007314374,0.001627386,0.020593875,0.69286166,0.906359984,0.022772966,0.00881506,0.010246727,0.05757234,0.08522745,0.14127881,0.850477042,1.112542955,0.027953466,0.010820351,0.0125777,0.07066917,0.10461539,0.17341756
121121,0.086759912,0.139533005,0.075296741,0.014881475,0.022854902,0.007418037,0.001902005,0.009446224,0.074333717,0.11954838,0.06451236,0.012750075,0.019581507,0.006355588,0.00162959,0.008093288,1.049096202,0.951825544,0.042727287,0.016418182,0.023473678,0.09661168,0.15733547,0.10895688,0.85453372,0.775302609,0.034803203,0.013373311,0.019120314,0.07869435,0.12815647,0.08875004
121121,0.100746269,0.140763547,0.049537815,0.026826923,0.013875,0.00924635,0.003564607,0.004192033,0.055822859,0.077996176,0.027448585,0.014864626,0.007688048,0.005123343,0.001975126,0.002322778,0.66722678,0.738524777,0.013455395,0.005923077,0.005300627,0.18350172,0.34377558,0.18022174,0.813796869,0.900756939,0.01641115,0.007224203,0.006465019,0.22381164,0.41929296,0.21981116
121204,0.276588666,0.215284487,0.093099378,0.023066229,0.004797294,0.003151169,0.001706541,0.006783199,0.261437257,0.203491295,0.087999434,0.021802671,0.0045345,0.00297855,0.001613057,0.006411618,0.604330709,0.72833935,0.019692737,0.008656958,0.013235294,0.17081448,0.25770548,0.25952381,0.865906687,1.043590711,0.02821646,0.012403999,0.018964004,0.2447491,0.36924964,0.37185501
121204,0.246391333,0.068775388,0.087062366,0.019099462,0.013607641,0.007839982,0.010237439,0.005571595,0.178395847,0.04979576,0.063036164,0.013828671,0.009852403,0.005676418,0.00741226,0.004034027,0.698087162,0.75672279,0.01491912,0.007934924,0.016374517,0.16811922,0.34577768,0.18484085,1.014799154,1.100036914,0.021687708,0.011534884,0.023803398,0.24439246,0.50265198,0.26870046
121204,0.250042857,0.265447861,0.063346559,0.026402072,0.015421602,0.00463281,0.000591975,0.007383983,0.181190735,0.192353797,0.045903369,0.019131964,0.01117509,0.003357114,0.000428968,0.00535072,0.517595448,0.862211643,0.00690312,0.006892436,0.003090694,NA,NA,NA,0.767541519,1.278572362,0.010236627,0.010220783,0.004583185,NA,NA,NA
121204,0.332195272,0.357013726,0.052827077,0.041874081,0.01056863,0.011739715,0.002793576,0.008201474,0.241256611,0.259280998,0.038365632,0.030411025,0.007675461,0.008525961,0.002028833,0.005956315,0.574068529,0.527869509,0.005532997,0.005951968,0.003669112,0.10280723,0.24014891,0.12036285,0.809018399,0.743911439,0.007797495,0.008387938,0.005170775,0.1448833,0.33843501,0.16962393
121218,0.456369661,0.604149324,0.135669901,0.074351899,0.01458826,0.023188042,0.002931526,0.009355537,0.289598684,0.383375286,0.086092105,0.047181516,0.009257278,0.014714446,0.00186026,0.005936747,0.471220401,0.619888599,0.01102328,0.008483277,0.011837471,0.1889509,0.24923751,0.19259332,0.614383562,0.808219178,0.014372302,0.011060612,0.015433855,0.24635675,0.32495925,0.25110579
121218,0.69217138,0.685580148,0.15956827,0.063718043,0.055313853,NA,NA,NA,0.398539048,0.394743943,0.091876359,0.036687631,0.031848659,NA,NA,NA,0.460529718,0.503368034,0.008012766,0.005278793,0.013379611,NA,NA,NA,0.683590729,0.747178104,0.011893809,0.007835616,0.019860126,NA,NA,NA
121218,0.743193607,0.621499082,0.170027729,0.137708251,0.017060213,0.019810661,0.005162104,0.008058746,0.552176476,0.461760125,0.126326857,0.102314197,0.012675362,0.014718884,0.00383533,0.00598747,0.462233494,0.493218475,0.00773036,0.008506075,0.009344849,0.13741098,0.30434638,0.13974296,0.507513407,0.541533644,0.008487618,0.009339321,0.01026026,0.15087161,0.33415984,0.15343203
121218,0.646475938,0.60207425,0.252315854,0.055040144,0.020681445,0.024002734,0.01051739,0.019500631,0.454433801,0.423222079,0.177362909,0.038689919,0.014537815,0.016872482,0.007393094,0.013707774,0.320556577,0.410811659,0.009112426,0.001482655,0.00548838,0.10210943,0.20978581,0.16264672,0.448258455,0.574468949,0.012742593,0.002073308,0.007674816,0.14278732,0.29335933,0.22744118
130108,0.749782247,1.111043086,0.263634014,0.166082617,0.053733025,0.042166512,0.012091675,0.015928214,0.531180135,0.787113884,0.186770428,0.117660544,0.03806694,0.029872691,0.008566298,0.011284278,0.363502136,0.323050765,0.007546486,0.007667186,0.02242534,0.27603067,0.53594156,0.2749027,0.545995045,0.485235435,0.01133513,0.011516427,0.033683777,0.41460934,0.80500611,0.41291508
130108,0.898736649,1.029685157,0.225937336,0.097939394,0.107607477,0.034745154,0.012814318,0.017625787,0.515044248,0.590087672,0.129479225,0.056126699,0.061667244,0.019911608,0.007343576,0.010100913,0.329056047,0.331924316,0.005566695,0.005573962,0.027448079,0.29973701,0.52808951,0.28865701,0.433739774,0.437520534,0.007337647,0.007347225,0.03618023,0.39509338,0.69609244,0.38048845
130108,1.228498074,1.115133415,0.249245795,0.160481203,0.096282492,0.042679329,0.011017406,0.028170258,0.767947538,0.697082054,0.155806263,0.100318549,0.060187235,0.026679314,0.006887101,0.017609535,0.204062285,0.17545132,0.003215796,0.002093575,0.00758734,0.22446082,0.47626675,0.45582414,0.364565854,0.313451163,0.005745155,0.00374026,0.013555102,0.4010087,0.85087059,0.81434899
130108,1.075901697,0.924105403,0.273647454,0.243311978,0.077816101,0.039214413,0.015683362,0.020312487,0.651105442,0.559242595,0.165603741,0.147245565,0.047092116,0.02373146,0.00949113,0.012292546,0.229559866,0.18589256,0.00323107,0.005186607,0.005381586,0.17157043,0.34464752,0.23340053,0.322350076,0.261032043,0.004537099,0.007283082,0.007556873,0.24092078,0.48395722,0.32774318
130122,0.860835996,1.063494525,0.352169596,0.168306915,0.135356763,0.09171246,0.029078782,0.041764502,0.647826087,0.800337695,0.265026849,0.126660143,0.101863354,0.069018634,0.021883371,0.031430068,0.176222222,0.239086659,0.003870444,0.004571792,0.00949128,0.18332275,0.3212217,0.1609868,0.267675277,0.363164117,0.005879067,0.006944388,0.014416916,0.27846073,0.48792431,0.24453322
130122,0.829300788,1.257855626,0.422393667,0.153837732,0.160876584,0.005531168,0.032617843,0.013842231,0.586899265,0.890189125,0.298929576,0.108871537,0.11385296,0.003914429,0.023083769,0.009796199,0.266111307,0.261926747,0.005867587,0.005682407,0.01240403,0.20404803,0.39462277,0.15681057,0.514139375,0.50605461,0.011336451,0.010978675,0.02396516,0.39423025,0.76242948,0.30296528
130122,1.072840675,1.223674258,0.442516677,0.245243895,0.220465805,0.052035691,0.028897192,0.03033296,0.779624556,0.889234088,0.321573255,0.178216735,0.1602107,0.037813911,0.020999353,0.022042714,0.214241919,0.219285459,0.002989797,0.003409401,0.007718602,0.18806571,0.4496549,0.26392134,0.358549557,0.366990291,0.005003644,0.005705882,0.012917647,0.31474175,0.75253044,0.44169171
130122,0.933486507,1.151259463,0.31932062,0.280048743,0.078092586,0.0701271,0.017180118,0.02947182,0.580752422,0.716236085,0.198659779,0.174227463,0.048583946,0.043628358,0.010688312,0.018335381,0.199281482,0.18834441,0.005359481,0.010846209,0.008445814,0.22990112,0.4299729,0.21593593,0.25388601,0.239952104,0.006828016,0.013818147,0.010760026,0.29289564,0.5477885,0.2751039
130205,1.079599133,1.105928571,0.482900585,0.344066667,0.150066,0.053865258,0.035791077,0.015442571,0.774007745,0.792884371,0.34621072,0.246675138,0.10758831,0.038618155,0.025660053,0.011071396,0.275590645,0.21616919,0.005361151,0.008169184,0.010083757,0.11461365,0.21379175,0.13480755,0.386658968,0.303289525,0.007521799,0.011461521,0.014147705,0.16080515,0.29995394,0.18913758
130205,1.023715821,1.29575116,0.584058658,0.25109479,0.084089864,0.031935612,0.037797059,0.008843511,0.640200249,0.810322746,0.365252242,0.157026924,0.052587203,0.019971545,0.023637113,0.005530458,0.244852126,0.271226959,0.010333783,0.006761528,0.010655312,0.22485136,0.36626401,0.25612694,0.310693369,0.344160448,0.013112559,0.008579717,0.013520547,0.28531436,0.46475316,0.325
130205,1.378194888,1.460523023,0.661220555,0.312457912,0.220054201,0.078928171,0.076502123,0.030902385,0.862830847,0.914373089,0.413962855,0.195616982,0.137766838,0.049413665,0.047894817,0.019346706,0.151995353,0.15015561,0.004068224,0.001597166,0.003896553,0.03946215,0.14594557,0.08612019,0.229838124,0.227056177,0.006151721,0.002415138,0.005892131,0.05967227,0.22069001,0.1302257
130205,1.277609314,1.620421754,0.878758538,0.237358066,0.218723079,0.137794236,0.084019177,0.03595571,0.847672439,1.075122767,0.583041611,0.157483112,0.145119109,0.091424174,0.05574532,0.023856013,0.09382716,0.09529145,0.000819849,0.002127734,0.00184442,0.08118694,0.20839351,0.13146603,0.155511811,0.157938766,0.001358841,0.003526567,0.003056995,0.13456155,0.34539735,0.21789554
130219,1.113633877,1.311278238,0.598460239,0.369762153,0.379865039,0.2456368,0.13117504,0.04151268,0.742499003,0.874275473,0.39901456,0.246533476,0.253269426,0.16377472,0.08745902,0.02767797,0.214723172,0.222592173,0.004173295,0.003888696,0.008083726,0.1944004,0.26810689,0.16451668,0.3798583,0.39377904,0.007382813,0.006879339,0.014300602,0.34390609,0.47429734,0.29103997
130219,1.217935493,1.054848742,0.766517505,0.334634382,0.30698294,0.12470162,0.13990284,0.06496585,0.82064643,0.710758377,0.516480436,0.225477058,0.206845482,0.0840241,0.09426671,0.04377407,0.247401247,0.225356125,0.005755968,0.002231813,0.008239546,0.13833404,0.30594406,0.17712551,0.323323323,0.294513032,0.00752235,0.002916709,0.010768084,0.18078576,0.39983165,0.23148148
130219,1.346306041,1.352525203,0.73982756,0.5524653,0.440384039,0.21792711,0.23390464,0.09470941,0.917856299,0.922096269,0.504384119,0.376648207,0.300235795,0.14857377,0.1594666,0.06456899,0.193761147,0.200552721,0.002491943,0.004034444,0.006957272,0.13247092,0.23313718,0.16238449,0.32133206,0.332595156,0.00413262,0.006690692,0.011537888,0.2196888,0.38663298,0.26929724
130219,1.031676293,1.209493671,0.703767007,0.407136622,0.334960027,0.09684482,0.05899969,0.04056507,0.880277393,1.032,0.600488923,0.347389163,0.285804511,0.0826328,0.05034146,0.03461213,0.112135922,0.120714286,0.002529412,0.002413793,0.0035,0.08259259,0.19163763,0.13165468,0.172661169,0.185869695,0.003894659,0.003716635,0.005389121,0.12717186,0.29507384,0.20271515
130305,1.175302954,1.161797753,0.984092719,0.793665636,0.597436303,0.41672373,0.18424774,0.11001499,0.889078029,0.878861789,0.744433775,0.60038195,0.451940914,0.3152378,0.13937736,0.08322272,0.186739741,0.191955669,0.008888647,0.008791667,0.010613778,0.08135261,0.160978,0.14995784,0.242938789,0.249724442,0.011563672,0.011437507,0.013807979,0.10583556,0.20942408,0.19508743
130305,1.122931931,1.217874992,1.070993915,0.667854638,0.565838404,0.35795251,0.2487092,0.14464859,0.726320619,0.787730488,0.692726729,0.431973284,0.365988435,0.23152631,0.16086694,0.09355977,0.17546798,0.177276929,0.006014595,0.004924288,0.007750539,0.07770958,0.17661834,0.08788345,0.257998962,0.260658745,0.008843546,0.007240417,0.011395988,0.1142601,0.25969039,0.12921924
130305,1.219247325,1.484773554,0.978358949,0.752724796,0.627955917,0.49738874,0.29919229,0.07067823,0.888117105,1.081530189,0.712650583,0.548295455,0.457412027,0.36230504,0.21793592,0.05148303,0.084916042,0.093597164,0.004905726,0.001725108,0.005191828,0.06630885,0.12664913,0.02728719,0.117334461,0.129329778,0.006778587,0.002383703,0.007173913,0.09162359,0.175,0.03770463
130305,1.325459812,1.491307806,1.089952864,0.838708649,0.694036948,0.39327917,0.2459277,0.11614496,0.889795652,1.001131222,0.731697265,0.563034278,0.465914585,0.26401261,0.16509395,0.07796938,0.088533688,0.081918033,0.001607636,0.002417856,0.002548765,0.01995667,0.06579918,0.03006378,0.115511067,0.106879536,0.002097504,0.003154608,0.003325407,0.02603774,0.08584906,0.03922461
130319,1.141867061,0.845154738,0.838910237,0.983228512,0.989630229,NA,NA,NA,0.966740859,0.715534798,0.710248005,0.832432432,0.83785233,NA,NA,NA,0.357633652,0.365947556,0.007254591,0.008124934,0.014881419,0.038925629,0.072682446,0.038358974,0.418554477,0.428284606,0.008490369,0.00950897,0.017416383,0.045556385,0.08506348,0.044893204
130319,1.182406191,1.840136636,1.265035192,0.843864377,1.07635775,0.80527406,0.51163882,0.12352067,0.771290399,1.200331774,0.825189774,0.550457615,0.702114387,0.52528493,0.33374496,0.08057325,0.26427673,0.328148904,0.008635952,0.004150943,0.010013616,0.042648928,0.140348445,0.041149533,0.300081719,0.372607483,0.009805977,0.004713325,0.01137029,0.04842713,0.159363265,0.046724592
130319,1.092121212,1.576518958,1.085436303,1.038045192,1.146404342,1.36902655,0.77671165,0.31809509,0.811161236,1.170942431,0.806196092,0.770996856,0.851479445,1.01682969,0.57689419,0.23626169,0.307654651,0.36979289,0.005629669,0.004496516,0.009491561,0.030638491,0.067676694,0.030255218,0.386705202,0.464809597,0.007076188,0.005651876,0.011930377,0.038510921,0.085065932,0.038029168
130319,1.318661972,1.252155172,0.924041298,0.897272727,0.784259259,0.68888889,0.34934211,0.15441177,1.153742971,1.095553871,0.808475693,0.785054945,0.686175553,0.60273272,0.30565149,0.13510019,0.208628856,0.177776067,0.00216621,0.004590801,0.003818893,0.019919454,0.03914138,0.029803324,0.267275838,0.227750121,0.002775146,0.005881306,0.00489241,0.025518947,0.050144287,0.03818124
130402,0.854095343,1.488412398,0.834317493,0.600649178,0.791955197,0.88677436,0.48475682,0.08011138,0.712264521,1.241247073,0.695770975,0.500905552,0.66044335,0.73951687,0.40425824,0.06680811,0.53927658,0.505261834,0.012634271,0.008650804,0.015580739,0.036411492,0.072410486,0.032458028,0.614385614,0.575633383,0.014393939,0.009855666,0.017750784,0.041482789,0.082495629,0.036978698
130402,1.135654886,1.35684465,1.157922629,0.855855856,1.074372245,0.88755422,0.53610811,0.13687458,0.942622951,1.12621618,0.961105754,0.710382514,0.891756772,0.73669298,0.44498361,0.11360944,0.264957265,0.345799458,0.009756863,0.007626168,0.010496454,0.025971651,0.0768,0.039829994,0.352833615,0.46048812,0.012992847,0.010155481,0.013977733,0.034585469,0.102271669,0.053040103
130402,1.022017766,0.974524996,0.982324873,0.77466343,0.936279486,0.63812699,0.40619108,0.13994399,0.846409884,0.807077543,0.813537209,0.641557128,0.775403557,0.52848102,0.33639743,0.11589816,0.25215443,0.189488412,0.006235091,0.003474064,0.003133727,0.005689514,0.014957342,0.011312257,0.409030544,0.307377302,0.01011421,0.005635429,0.005083353,0.009229206,0.024262948,0.018350099
130402,1.032579297,1.277109763,1.23962429,1.096985242,1.023629149,0.70998514,0.60842177,0.16180331,0.760117393,0.94012474,0.912530385,0.80752884,0.753528879,0.52264466,0.44788034,0.11910902,0.25469958,0.257593098,0.003599498,0.004757836,0.001940825,0.007783893,0.024842562,0.012263252,0.401781037,0.406345476,0.005678101,0.007505346,0.003061594,0.012278861,0.039188406,0.019344916
130416,0.689724455,0.981590666,0.931950917,0.63802408,0.965186383,0.75504138,0.46910096,0.18188583,0.45,0.640423573,0.608036891,0.416268894,0.629720854,0.49261501,0.30605763,0.11866858,0.609489967,0.761612076,0.034075381,0.010389533,0.026174789,0.0411285,0.05584269,0.02119212,0.597727661,0.746914026,0.033417774,0.010189029,0.025669652,0.04033478,0.054765,0.02078314
130416,0.963503504,1.311399399,1.266666667,0.860135135,1.012648649,0.70746509,0.4859199,0.08949471,0.697356199,0.949153269,0.916777,0.622541139,0.732926045,0.51204294,0.35169488,0.06477371,0.649291267,0.761316872,0.042241588,0.017814996,0.02345679,0.05633577,0.10126928,0.04378902,0.73965838,0.867275495,0.048120691,0.020294453,0.026721461,0.06417647,0.11536374,0.04988349
130416,0.75844219,1.00015361,1.126470588,0.912870763,1.160481211,0.6086743,0.26993765,0.07824731,0.583791762,0.769843035,0.867072346,0.702659264,0.893251166,0.4685117,0.20777771,0.0602289,0.657952962,0.688671394,0.027278577,0.010423991,0.017034081,0.01146162,0.01695521,0.01050794,1.023602178,1.071391998,0.042438309,0.016216995,0.02650056,0.01783128,0.02637786,0.0163476
130416,0.694003886,0.873560652,0.968217898,0.852849551,0.887142453,0.57847847,0.2955291,0.07109813,0.615439016,0.774669017,0.858610568,0.756302521,0.786713287,0.51299168,0.26207366,0.06304945,0.520724954,0.597211778,0.022892965,0.008219627,0.006441962,0.01791541,0.03555414,0.02391798,0.717754702,0.823182293,0.03155511,0.011329735,0.008879445,0.02469417,0.04900697,0.03296796
