date,K27.I.FUS3,K27.II.FUS3,K27.III.FUS3,K27.IV.FUS3,K27.V.FUS3,K27.VI.FUS3,K27.VII.FUS3,K27.VIII.FUS3,K27.I.STM,K27.II.STM,K27.III.STM,K27.IV.STM,K27.V.STM,K27.VI.STM,K27.VII.STM,K27.VIII.STM,K4.I.ACT2,K4.II.ACT2,K4.III.ACT2,K4.IV.ACT2,K4.V.ACT2,K4.VI.ACT2,K4.VII.ACT2,K4.VIII.ACT2,K4.I.PP2AA3,K4.II.PP2AA3,K4.III.PP2AA3,K4.IV.PP2AA3,K4.V.PP2AA3,K4.VI.PP2AA3,K4.VII.PP2AA3,K4.VIII.PP2AA3
130430,0.42002886,0.521635032,0.663203463,0.424450216,0.540158055,0.33949114,0.23125314,0.11678148,0.32103879,0.398698983,0.506903353,0.324418146,0.412856603,0.25948175,0.17675269,0.08925907,0.68627451,0.680333817,0.025685746,0.01163522,0.015535929,0.017991162,0.034525338,0.019073011,0.957755096,0.949464348,0.035846667,0.01623795,0.021681725,0.025108214,0.048183079,0.026618027
130430,0.338235294,0.471311475,0.61086864,0.51481715,0.519071038,0.25165841,0.14139344,0.04215169,0.2760181,0.384615385,0.498501499,0.420118343,0.423589744,0.20536673,0.11538461,0.03439803,0.834381414,1.080588442,0.040964047,0.017646051,0.017893096,0.022619775,0.044633001,0.024348949,1.056718266,1.368531856,0.051879699,0.022348178,0.022661053,0.028647246,0.056526316,0.030837191
130430,0.346591337,0.420141243,0.50952381,0.477757037,0.548995947,0.25918785,0.12681773,0.05495046,0.269250137,0.326387521,0.395824537,0.371146459,0.426488541,0.20135058,0.0985186,0.04268837,0.604274759,0.591238375,0.010368855,0.007783319,0.006008906,0.0061942,0.007651791,0.00749276,1.000095785,0.978520115,0.017160817,0.012881665,0.009944949,0.010251616,0.012663981,0.012400779
130430,0.281690566,0.410480105,0.643078451,0.719811321,0.69816286,0.39695128,0.16954523,0.090773,0.231171429,0.336863508,0.527747046,0.590718439,0.57295247,0.32576098,0.13913854,0.07449353,0.858666667,0.810231023,0.015701754,0.004767442,0.005416667,0.010433145,0.016196581,0.00786106,1.062035088,1.002127844,0.019420591,0.005896573,0.006699561,0.012904153,0.020032614,0.00972289
130513,0.266659877,0.286716973,0.451079922,0.388674789,0.418393487,0.30578439,0.11166723,0.05265968,0.199196347,0.214179104,0.336959102,0.290342135,0.312542162,0.22842256,0.08341601,0.03933706,0.893891555,1.024070889,0.074493766,0.022188771,0.026129707,0.034119782,0.047126084,0.029531705,1.101916632,1.262391102,0.091829842,0.027352508,0.032210572,0.042060086,0.058093194,0.036404279
130513,0.301673789,0.419613679,0.502389558,0.420162709,0.334116112,0.29983218,0.11272325,0.08295656,0.227902139,0.317000874,0.379534647,0.317415644,0.25241098,0.22651088,0.08515778,0.06267027,0.71543313,0.698957088,0.057446323,0.017053693,0.017002813,0.030977575,0.030210752,0.028931399,0.955798446,0.93378692,0.076746665,0.022783252,0.022715277,0.041385165,0.040360712,0.038651532
130513,0.176169774,0.313447723,0.306159157,0.216557076,0.192966585,0.0665955,0.05953047,0.02320062,0.155069686,0.275905673,0.269490069,0.190619748,0.169854722,0.05861927,0.05240043,0.02042185,0.862365393,0.73955042,0.04761309,0.015721791,0.011461465,0.021492295,0.057938323,0.031723021,1.214179337,1.041260289,0.067037511,0.022135714,0.016137328,0.030260375,0.081575066,0.044664869
130513,0.259524897,0.306808432,0.414644652,0.410893754,0.366231527,0.2618659,0.10045732,0.07082969,0.229376396,0.271167095,0.36647619,0.363161028,0.323687124,0.23144545,0.08878739,0.06260154,0.640774077,0.641511712,0.029405941,0.011336634,0.00940247,0.024472429,0.041733742,0.02373009,0.739045128,0.739895888,0.033915725,0.013075254,0.010844461,0.028225595,0.048134155,0.027369409
130528,0.123516712,0.163871144,0.230049875,0.278458881,0.192901081,0.126087942,0.045532835,0.032477629,0.094719514,0.125665547,0.176415094,0.213537824,0.147927324,0.096691277,0.034917121,0.02490566,0.802262937,0.775555879,0.055666612,0.027757479,0.020789074,0.024158055,0.034278874,0.023031033,0.788190056,0.761951479,0.054690137,0.027270572,0.020424403,0.023734287,0.033677571,0.022627035
130528,0.065032798,0.086476625,0.147157722,0.052868963,0.043976028,0.02071585,0.005851525,0.008196944,0.047046257,0.062559227,0.106457361,0.038246653,0.031813294,0.014986333,0.004233131,0.005929863,0.759498126,0.671872717,0.049779338,0.014639517,0.018409423,0.024123844,0.031873877,0.020544857,1.552083668,1.373015463,0.101727305,0.029916802,0.037620849,0.049298639,0.065136334,0.041984748
130528,0.143013573,0.183775659,0.201814357,0.136617019,0.192188963,0.133925272,0.049697092,0.018976072,0.109196419,0.140319855,0.154093102,0.104312402,0.14674374,0.102257148,0.03794566,0.014488968,0.742302742,0.809512401,0.02561928,0.004043371,0.005925636,0.012708875,0.023085184,0.010542215,0.989262372,1.078832276,0.03414266,0.005388576,0.007897059,0.01693704,0.030765485,0.014049546
130528,0.100712251,0.176698306,0.239470014,0.177610767,0.149382716,0.151034603,0.054261294,0.03479185,0.080563711,0.141347961,0.191561532,0.142077875,0.119497141,0.12081855,0.043405755,0.027831376,0.704838148,0.657518361,0.026836934,0.004802621,0.004040142,0.009154292,0.020339615,0.011121193,1.056770705,0.985823687,0.040236876,0.007200617,0.006057424,0.01372512,0.030495383,0.016674113
130611,0.049754805,0.159766433,0.10758765,0.114831635,0.092001022,0.093493808,0.026827041,0.02651542,0.036244365,0.116383391,0.078373256,0.083650207,0.067019027,0.068106461,0.019542416,0.019315412,0.874535799,0.670710871,0.071595331,0.021559086,0.021020722,0.04285776,0.048914074,NA,1.030602653,0.790403781,0.084372004,0.025406452,0.024772013,0.050506019,0.057643122,NA
130611,0.104353263,0.20392872,0.223216294,0.375053782,0.182889031,0.220596634,0.077307402,0.043880265,0.073707214,0.144039749,0.157663025,0.264909487,0.129178912,0.155812697,0.054604073,0.030993684,0.75610612,0.710845763,0.058479161,0.025027314,0.020427072,0.029691192,0.034546963,0.022669864,0.90587736,0.851651727,0.070062848,0.029984782,0.024473314,0.035572492,0.041390105,0.027160363
130611,0.091593299,0.103726102,0.182101923,0.145752588,0.153128625,0.084784138,0.027352776,0.033720473,0.074505153,0.084374394,0.148127994,0.11856019,0.124560113,0.068966346,0.022249693,0.027429398,0.749885483,0.825702072,0.069439641,0.016131145,0.019761272,0.019836139,0.032176445,0.023641333,0.99186085,1.09214217,0.091846639,0.021336392,0.0261379,0.026236925,0.04255924,0.031269992
130611,0.126440958,0.167630058,0.21073493,0.243531587,0.197998911,0.139511467,0.036475514,0.022960742,0.098224762,0.130222222,0.163707937,0.189185787,0.153814051,0.108378495,0.028335745,0.01783689,0.768018812,0.747410245,0.033926567,0.007941969,0.00630294,0.007838084,0.016931562,0.008736942,0.855459579,0.832504678,0.037789188,0.008846181,0.007020544,0.008730468,0.01885926,0.009731664
130702,0.020899796,0.024844753,0.029593669,0.03743822,0.022107943,0.025077894,0.010665787,0.01038341,0.016596742,0.019729474,0.023500637,0.029730075,0.017556144,0.019914613,0.008469811,0.008245573,0.920059583,0.983889256,0.028713087,0.010766109,0.005594244,0.011369941,0.011678397,0.00968682,1.061699726,1.135355767,0.033133372,0.012423516,0.006455459,0.013120306,0.013476247,0.011178074
130702,0.046002161,0.083452506,0.087931981,0.124238529,0.141247974,0.133110878,0.008346599,0.025380982,0.026841804,0.048693708,0.051307438,0.072491948,0.08241679,0.077668875,0.004870158,0.014809551,0.844201579,0.946623094,0.021584699,0.005986298,0.009762926,0.010360656,0.006507435,0.006221333,1.102335456,1.236074685,0.028184713,0.007816746,0.012748163,0.013528662,0.008497231,0.008123647
130702,0.039557254,0.07328118,0.11638772,0.11787913,0.070612949,0.065167649,0.003122773,0.022791195,0.029390685,0.054447259,0.086475031,0.087583135,0.052464787,0.048418979,0.002320192,0.016933653,0.898805362,0.95026608,0.054216476,0.012764476,0.008394686,0.013342969,0.007299389,0.009100351,1.042672694,1.102370474,0.06289464,0.014807622,0.009738382,0.015478712,0.008467766,0.010556999
130702,0.042390843,0.092095229,0.135508313,0.128548662,0.130902182,0.088634132,0.020569726,0.015700903,0.033616616,0.073032989,0.107460259,0.101941144,0.103807524,0.070288284,0.016312122,0.012451067,0.738824979,0.806332872,0.040049068,0.010547723,0.011480964,0.011877826,0.012909994,0.008118451,1.229619874,1.341972663,0.06665331,0.017554483,0.019107667,0.01976816,0.021485989,0.013511466
130716,0.031106306,0.051940567,0.061803083,0.056689779,0.04922474,0.067212146,0.017018773,0.01585292,0.024159936,0.040341685,0.048001796,0.044030347,0.038232331,0.052202958,0.0132183,0.012312794,0.780396878,0.72045227,0.066283731,0.012327145,0.014737737,0.02513129,0.033882469,0.030442843,0.893770078,0.825116937,0.075913188,0.014117988,0.016878782,0.028782272,0.03880479,0.034865467
130716,0.018094207,0.033915634,0.044732495,0.043739259,0.042040567,0.030680746,0.008206967,0.012866824,0.012322485,0.023097166,0.030463646,0.029787234,0.028630394,0.020894149,0.005589094,0.008762542,0.89878663,0.936022348,0.067365732,0.022284195,0.019441283,0.023261769,0.022571328,0.015552154,0.880122214,0.916584686,0.065966799,0.021821436,0.01903756,0.02277871,0.022102607,0.015229194
130716,0.017585735,0.021572519,0.011846293,0.020274589,0.017219897,0.012676319,0.002531137,0.005756195,0.014467106,0.017746879,0.009745488,0.016679123,0.014166145,0.010428319,0.002082269,0.0047354,0.879140881,0.939634146,0.0465895,0.018480581,0.0136964,0.017606707,0.015030925,0.010144309,1.011823997,1.081447124,0.053620955,0.021269737,0.015763511,0.020263975,0.017299447,0.011675325
130716,0.018578725,0.028491287,0.041424312,0.030102659,0.032451093,0.02705457,0.006105067,0.009615542,0.014410232,0.02209872,0.032129973,0.02334855,0.025170068,0.020984358,0.004735278,0.007458111,0.832773758,0.877679374,0.057338888,0.012854306,0.014374987,0.017217205,0.017060089,0.01251108,0.953480075,1.004894531,0.065649867,0.014717472,0.016458568,0.019712752,0.019532862,0.014324498
130730,0.03141782,0.026519817,0.034812521,0.026534626,0.018977797,0.026756026,0.008558786,0.018294097,0.023631222,0.019947141,0.02618458,0.019958279,0.014274337,0.020124807,0.006437575,0.013760085,0.91174795,0.913347194,0.09042694,0.018909693,0.012300103,0.029718281,0.027841142,0.022807848,1.065189933,1.067058321,0.105645279,0.022092087,0.01437014,0.034719699,0.032526647,0.026646278
130730,0.032117484,0.028763916,0.021151475,0.020287539,0.010607053,0.007883012,0.006653821,0.005749899,0.024424244,0.021873971,0.016084971,0.015427977,0.0080663,0.00599476,0.005060003,0.004372601,0.938574725,0.95142426,0.100427496,0.027483022,0.015348872,0.024642036,0.082650443,0.046322896,1.104126186,1.119242199,0.118141502,0.032330643,0.018056199,0.028988547,0.097228826,0.054493607
130730,0.04436247,0.045161631,0.014666733,0.006983835,0.009000366,0.009366896,0.013472186,0.009945569,0.036941078,0.037606547,0.012213137,0.00581551,0.007494695,0.007799909,0.011218425,0.008281775,0.966538758,0.969183048,0.091179091,0.017890443,0.01590623,0.030964228,0.047441621,0.028806645,1.151361489,1.154511424,0.108614469,0.021311475,0.018947839,0.036885246,0.056513466,0.034315088
130730,0.035049076,0.06326048,0.054707072,0.034874235,0.052142127,0.056675412,0.01429233,0.024266125,0.028223638,0.050941169,0.044053447,0.028082846,0.041987999,0.045638474,0.011509049,0.019540554,0.882469772,0.879399524,0.081935474,0.013818332,0.019561417,0.027813409,0.021594948,0.022376278,1.283653846,1.279187817,0.119184576,0.020100354,0.028454333,0.040457805,0.031412338,0.032548872
