sma,coef.K27.I.FUS3,r.sqr.K27.I.FUS3,aic.K27.I.FUS3,loglik.K27.I.FUS3,coef.K27.II.FUS3,r.sqr.K27.II.FUS3,aic.K27.II.FUS3,loglik.K27.II.FUS3,coef.K27.III.FUS3,r.sqr.K27.III.FUS3,aic.K27.III.FUS3,loglik.K27.III.FUS3,coef.K27.IV.FUS3,r.sqr.K27.IV.FUS3,aic.K27.IV.FUS3,loglik.K27.IV.FUS3,coef.K27.V.FUS3,r.sqr.K27.V.FUS3,aic.K27.V.FUS3,loglik.K27.V.FUS3,coef.K27.VI.FUS3,r.sqr.K27.VI.FUS3,aic.K27.VI.FUS3,loglik.K27.VI.FUS3,coef.K27.VII.FUS3,r.sqr.K27.VII.FUS3,aic.K27.VII.FUS3,loglik.K27.VII.FUS3,coef.K27.VIII.FUS3,r.sqr.K27.VIII.FUS3,aic.K27.VIII.FUS3,loglik.K27.VIII.FUS3,coef.K27.I.STM,r.sqr.K27.I.STM,aic.K27.I.STM,loglik.K27.I.STM,coef.K27.II.STM,r.sqr.K27.II.STM,aic.K27.II.STM,loglik.K27.II.STM,coef.K27.III.STM,r.sqr.K27.III.STM,aic.K27.III.STM,loglik.K27.III.STM,coef.K27.IV.STM,r.sqr.K27.IV.STM,aic.K27.IV.STM,loglik.K27.IV.STM,coef.K27.V.STM,r.sqr.K27.V.STM,aic.K27.V.STM,loglik.K27.V.STM,coef.K27.VI.STM,r.sqr.K27.VI.STM,aic.K27.VI.STM,loglik.K27.VI.STM,coef.K27.VII.STM,r.sqr.K27.VII.STM,aic.K27.VII.STM,loglik.K27.VII.STM,coef.K27.VIII.STM,r.sqr.K27.VIII.STM,aic.K27.VIII.STM,loglik.K27.VIII.STM,coef.K4.I.ACT2,r.sqr.K4.I.ACT2,aic.K4.I.ACT2,loglik.K4.I.ACT2,coef.K4.II.ACT2,r.sqr.K4.II.ACT2,aic.K4.II.ACT2,loglik.K4.II.ACT2,coef.K4.III.ACT2,r.sqr.K4.III.ACT2,aic.K4.III.ACT2,loglik.K4.III.ACT2,coef.K4.IV.ACT2,r.sqr.K4.IV.ACT2,aic.K4.IV.ACT2,loglik.K4.IV.ACT2,coef.K4.V.ACT2,r.sqr.K4.V.ACT2,aic.K4.V.ACT2,loglik.K4.V.ACT2,coef.K4.VI.ACT2,r.sqr.K4.VI.ACT2,aic.K4.VI.ACT2,loglik.K4.VI.ACT2,coef.K4.VII.ACT2,r.sqr.K4.VII.ACT2,aic.K4.VII.ACT2,loglik.K4.VII.ACT2,coef.K4.VIII.ACT2,r.sqr.K4.VIII.ACT2,aic.K4.VIII.ACT2,loglik.K4.VIII.ACT2,coef.K4.I.PP2AA3,r.sqr.K4.I.PP2AA3,aic.K4.I.PP2AA3,loglik.K4.I.PP2AA3,coef.K4.II.PP2AA3,r.sqr.K4.II.PP2AA3,aic.K4.II.PP2AA3,loglik.K4.II.PP2AA3,coef.K4.III.PP2AA3,r.sqr.K4.III.PP2AA3,aic.K4.III.PP2AA3,loglik.K4.III.PP2AA3,coef.K4.IV.PP2AA3,r.sqr.K4.IV.PP2AA3,aic.K4.IV.PP2AA3,loglik.K4.IV.PP2AA3,coef.K4.V.PP2AA3,r.sqr.K4.V.PP2AA3,aic.K4.V.PP2AA3,loglik.K4.V.PP2AA3,coef.K4.VI.PP2AA3,r.sqr.K4.VI.PP2AA3,aic.K4.VI.PP2AA3,loglik.K4.VI.PP2AA3,coef.K4.VII.PP2AA3,r.sqr.K4.VII.PP2AA3,aic.K4.VII.PP2AA3,loglik.K4.VII.PP2AA3,coef.K4.VIII.PP2AA3,r.sqr.K4.VIII.PP2AA3,aic.K4.VIII.PP2AA3,loglik.K4.VIII.PP2AA3
37,-2.16729753304285,0.888394021590359,14.1128909748069,-4.05644548740343,-1.972986058382,0.848060690073386,47.5336906596568,-20.7668453298284,-1.80861735637119,0.619656573764998,259.015535864953,-126.507767932477,-1.57111353831946,0.496329666499044,303.258804569401,-148.629402284701,-1.38042934280658,0.356348304129956,366.816281304746,-180.408140652373,-1.24851201996929,0.276967400766993,395.965285661239,-194.98264283062,-1.24097014050171,0.277511482711259,389.073766492389,-191.536883246194,-0.772681549421186,0.272783724428654,210.104404707702,-102.052202353851,-2.0978382122878,0.870612970395626,34.6937135127238,-14.3468567563619,-1.90352673392388,0.821959762055141,71.1555979624344,-32.5777989812172,-1.73915803404363,0.597934544638426,261.595798630529,-127.797899315264,-1.50165420995212,0.469782242168354,306.439259292091,-150.219629646046,-1.31097002025701,0.330063492652207,369.495149447177,-181.747574723588,-1.17833111427891,0.25121819738247,399.304474487714,-196.652237243857,-1.17004157488062,0.24978586556547,394.014362844297,-194.007181422149,-0.70250063614282,0.22617402101035,221.797545589349,-107.898772794675,0.874027163518743,0.792347136172478,-202.075263382353,104.037631691176,0.866182127232249,0.751896305817991,-159.605728318344,82.8028641591721,1.48344420168598,0.794985327826182,6.3068306323228,-0.153415316161398,0.804163282362439,0.546873849311894,-5.18206093645648,5.59103046822824,0.466356871624756,0.289585003391271,-6.03292854028257,6.01646427014129,-0.837126265301878,0.36138493432278,162.232909587766,-78.1164547938828,-1.07599880719748,0.447150673016532,190.900335919791,-92.4501679598955,-0.928895305975473,0.432544230669428,144.415927947509,-69.2079639737546,0.751326413202787,0.743651042969847,-207.763852980734,106.881926490367,0.743481377071993,0.703374564703527,-171.639865930678,88.819932965339,1.36074345099042,0.776703282978465,-6.49027309641182,6.24513654820591,0.681462528733817,0.47831868361921,-16.4410345442204,11.2205172721102,0.343656121186122,0.189067696230698,-16.4209846980903,11.2104923490452,-0.95918416428137,0.416950210922859,169.789371194079,-81.8946855970396,-1.19819446132697,0.489881060127782,199.454925185833,-96.7274625929163,-1.05086336650948,0.483511529565956,152.540647457018,-73.2703237285088
38,-2.17892323203188,0.892735804262498,6.17694932415484,-0.0884746620774202,-1.98433568697589,0.852863888539649,41.1090751312137,-17.5545375656069,-1.82873332379728,0.629838161499343,253.588678570544,-123.794339285272,-1.59306554867577,0.507332780275805,298.841200881597,-146.420600440798,-1.40439950554276,0.366689275027039,363.576970017836,-178.788485008918,-1.27570277885854,0.287410393029958,393.084654628203,-193.542327314101,-1.26535695919593,0.286686119195911,386.568890851589,-190.284445425795,-0.787700440938088,0.281773284030864,207.64155316552,-100.82077658276,-2.10929042399109,0.875033039531885,27.7419623053687,-10.8709811526844,-1.91470287521294,0.826810371158685,65.6311047726538,-29.8155523863269,-1.75910051419122,0.608173372168097,256.436711904825,-125.218355952413,-1.52343273301605,0.480699672299846,302.278178470917,-148.139089235458,-1.33476669569125,0.340167825985208,366.455665076705,-180.227832538352,-1.2052760056201,0.261246025130446,396.634905121201,-195.317452560601,-1.19415658063726,0.258529484646904,391.716599751228,-192.858299875614,-0.717273660469689,0.234357743329281,219.692413121648,-106.846206560824,0.878536096038479,0.795894296107749,-205.521212503973,105.760606251986,0.870983831916418,0.75584064331465,-162.810861756984,84.4054308784919,1.48679128679688,0.793939185432577,7.32478931465023,-0.662394657325116,0.807530988797237,0.548261325974426,-5.79540238239909,5.89770119119954,0.470731196359635,0.293329545107875,-7.08990091353808,6.54495045676904,-0.831498727799209,0.354527292498115,164.347758772469,-79.1738793862344,-1.07047968480931,0.44006496309092,193.409184474469,-93.7045922372344,-0.923345405320012,0.42500992172126,147.014353745214,-70.5071768726071,0.755893249720358,0.748347568227175,-211.461999619496,108.730999809748,0.748340985754236,0.70846120515423,-175.09928560422,90.5496428021101,1.36414844034301,0.776062032787623,-5.91674814150199,5.95837407075099,0.684888138908223,0.480333873490741,-17.2151056386894,11.6075528193447,0.348088350036501,0.192849572926709,-17.3558895729671,11.6779447864836,-0.953511879016946,0.40970456468714,172.234783100176,-83.1173915500879,-1.19263526892316,0.482592928616351,202.249571686376,-98.1247858431878,-1.04526516844598,0.475708578237703,155.494605781767,-74.7473028908835
39,-2.17644830122334,0.894813170120163,2.26558751860204,1.86720624069898,-1.98316292477238,0.855781299389621,37.1036381313456,-15.5518190656728,-1.83554580793698,0.637463363513684,249.425723370089,-121.712861685045,-1.60224006588884,0.515557810072051,295.474034833319,-144.73701741666,-1.41687444406243,0.374952426574172,360.950287194395,-177.475143597198,-1.28869147560802,0.294687536742554,391.052233438017,-192.526116719008,-1.27763051796005,0.293608608110221,384.657482045346,-189.328741022673,-0.795125996155253,0.288476163337272,205.785033755869,-99.8925168779343,-2.1072461179753,0.877361911554833,23.9796146287093,-8.98980731435466,-1.91396073780972,0.829976408925227,61.9411215294803,-27.9705607647402,-1.76634362314004,0.616017489062042,252.392220124736,-123.196110062368,-1.53303787508888,0.489023345195622,299.046482861639,-146.52324143082,-1.34767225899158,0.34837553657502,363.952244828085,-178.976122414042,-1.21865741450697,0.268349216489512,394.721904198742,-194.360952099371,-1.20680831991722,0.265241698088758,389.934216308338,-191.967108154169,-0.725091927938778,0.240633492085768,218.062776234045,-106.031388117023,0.877927116036654,0.798453558873324,-208.044849323112,107.022424661556,0.870507571961654,0.758493255259391,-164.995604166931,85.4978020834656,1.4809838058804,0.791378786498743,9.79456740754982,-1.89728370377491,0.804036253046351,0.54603067587547,-4.8102483973453,5.40512419867265,0.471002849087541,0.295021371535631,-7.56929122596577,6.78464561298289,-0.822596059098801,0.348652143846477,166.14181945349,-80.0709097267448,-1.05985104447709,0.433415774714794,195.734764455089,-94.8673822275444,-0.913766125957848,0.418282487393883,149.305891410445,-71.6529457052227,0.755656468037021,0.75132491023334,-213.842342113669,109.921171056835,0.748236924121595,0.711527753520041,-177.214125992272,91.6070629961361,1.35871315783674,0.773437633715444,-3.58651345313211,4.79325672656605,0.681765601275521,0.478157152661863,-16.3791170671736,11.1895585335868,0.348732201107788,0.194455561634292,-17.7542263626195,11.8771131813098,-0.944254673708024,0.403728555607493,174.2292089056,-84.1146044527998,-1.18167025483001,0.476007046028352,204.741286944497,-99.3706434722484,-1.03532897160948,0.469000871063206,157.999008211909,-75.9995041059547
40,-2.17770181192287,0.896958532521154,-1.85573190519182,3.92786595259591,-1.98530370526434,0.858696698092965,33.0191892922738,-13.5095946461369,-1.84452308856931,0.644514735629968,245.497375888339,-119.74868794417,-1.61280269550518,0.523027543814194,292.36616287297,-143.183081436485,-1.43016281724385,0.382493697738943,358.522589238374,-176.261294619187,-1.30222238122701,0.301393723670617,389.160620948415,-191.580310474207,-1.29148120670897,0.30044171750524,382.752292960606,-188.376146480303,-0.802796268062802,0.294543032955092,204.08953086479,-99.0447654323951,-2.10876426904265,0.879719471044034,20.0974362466098,-7.0487181233049,-1.91636615866758,0.833098915497896,58.2339475518192,-26.1169737759096,-1.77558554414795,0.623254952037929,248.586557366078,-121.293278683039,-1.54386514511643,0.496572233796751,296.069749795828,-145.034874897914,-1.36122527253674,0.355859827898833,361.641833091255,-177.820916545627,-1.232459307045,0.274904769949923,392.939838780053,-193.469919390026,-1.22091596791909,0.271870809311527,388.157846355117,-191.078923177559,-0.733033186808462,0.24632996405565,216.571858141059,-105.28592907053,0.87799810224185,0.799576043177114,-209.16183428237,107.580917141185,0.870543491468194,0.759499420673612,-165.830584737077,85.9152923685387,1.4767987016171,0.787891241893216,13.1103516139577,-3.55517580697886,0.801498623917666,0.543264374173404,-3.59522910480537,4.79761455240268,0.471085642667268,0.295492205941163,-7.70290994425112,6.85145497212556,-0.816159459033488,0.343695571936493,167.642839181937,-80.8214195909687,-1.05213217081652,0.427683813344455,197.7177401612,-95.8588700805999,-0.906694135876254,0.412444659957019,151.273031173245,-72.6365155866225,0.756031650522017,0.753006662004977,-215.199506000486,110.599753000243,0.748577039909921,0.713060634952228,-178.27971801555,92.1398590077752,1.35483224991672,0.769982178777558,-0.559206524968886,3.27960326248444,0.679532168115424,0.475620332007394,-15.4092179916114,10.7046089958057,0.34911919094632,0.195129798480207,-17.9216955022092,11.9608477511046,-0.937524362926548,0.398548442032928,175.941906884914,-84.9709534424571,-1.17367540534983,0.470201430339278,206.911958916254,-100.455979458127,-1.0279605498251,0.463035521832652,160.199806090709,-77.0999030453543
41,-2.1863254336063,0.899037066577925,-5.93134199128787,5.96567099564393,-1.99428418806544,0.861653034171698,28.7904127692485,-11.3952063846242,-1.85878580682579,0.650872313312895,241.888160243346,-117.944080121673,-1.62771841549434,0.529776971468623,289.515835986021,-141.75791799301,-1.44692345692301,0.389329109352361,356.296369038498,-175.148184519249,-1.31884220414524,0.307458058457503,387.434355007381,-190.717177503691,-1.30812841472428,0.30668352179032,380.995635630482,-187.497817815241,-0.812536300819156,0.30009580433266,202.524873347108,-98.2624366735542,-2.11736529181312,0.881966640280362,16.3255438833292,-5.16277194166461,-1.92532404254621,0.836218352030617,54.4605070160044,-24.2302535080022,-1.78982566348978,0.62976198562609,245.102034883644,-119.551017441822,-1.55875826619662,0.503377372230482,293.347789576413,-143.673894788207,-1.37796331329247,0.3626324887621,359.527846883722,-176.763923441861,-1.249061446472,0.280828395648748,391.31564519303,-192.657822596515,-1.23756708870747,0.277929191512902,386.52021041502,-190.26010520751,-0.742755536129686,0.251534799822938,215.199729212265,-104.599864606133,0.880382008729569,0.799442771094634,-209.028888306718,107.514444153359,0.872623541895561,0.758879454186798,-165.315684707255,85.6578423536273,1.47740502104658,0.784142970799692,16.6137783369458,-5.30688916847288,0.801821358281292,0.540671338802071,-2.46297568826611,4.23148784413305,0.471974910910505,0.294955543510376,-7.55061691460024,6.77530845730012,-0.813005884607795,0.339157826003883,169.007117460334,-81.503558730167,-1.04887648827876,0.422654023355769,199.441507336408,-96.7207536682038,-0.903384572257955,0.407201934310395,153.023055766497,-73.5115278832484,0.758210021224911,0.753130693854315,-215.299964582172,110.649982291086,0.750451554555067,0.712641686220964,-177.987918956612,91.9939594783058,1.35523303352528,0.7661433262506,2.75112004661042,1.62443997669479,0.679649366566942,0.473132353673788,-14.4625395288065,10.2312697644033,0.34980292342766,0.194802920551251,-17.840486986935,11.9202434934675,-0.934576066976021,0.393854549113674,177.481154617093,-85.7405773085467,-1.17064237129074,0.465147306050158,208.782374137671,-101.391187068835,-1.02485413438679,0.457726387891299,162.138039799962,-78.069019899981
42,-2.19072801799627,0.90016706431385,-8.18240356962173,7.09120178481086,-1.99968880274521,0.863935597741205,25.4631217303745,-9.73156086518725,-1.86964940586835,0.65668283448567,238.531556441043,-116.265778220522,-1.63897132411102,0.535643010505388,287.005139861937,-140.502569930969,-1.46032607732414,0.395479205030019,354.27194827908,-174.13597413954,-1.33080949207205,0.312368179889658,386.025535085995,-190.012767542997,-1.31994117059423,0.311732122697257,379.563178497754,-186.781589248877,-0.819373546226338,0.304490014845497,201.277850678915,-97.6389253394577,-2.12177908026588,0.883200111193565,14.2245087622592,-4.11225438112961,-1.93073986128487,0.838605607166396,51.5238847242678,-22.7619423621339,-1.80070046659461,0.635676481366642,241.881270771772,-117.940635385886,-1.57002237888218,0.509267598346158,290.961496574353,-142.480748287176,-1.39137713775191,0.368705262306108,357.6131308333,-175.80656541665,-1.26107782987474,0.285622221784223,389.991406036078,-191.995703018039,-1.24946477338258,0.282831265856083,385.185046589606,-189.592523294803,-0.749641877180984,0.255651745457098,214.107620483469,-104.053810241735,0.88100368284126,0.798359908307975,-207.95193891127,106.975969455635,0.873089100285344,0.757590093359557,-164.249059946212,85.124529973106,1.47500706787892,0.779439704365495,20.9247424201397,-7.46237121006983,0.800212948425313,0.53701629740632,-0.87780317051585,3.43890158525793,0.47232965989356,0.294582797484671,-7.44490796973021,6.72245398486511,-0.809255902597452,0.335148757847711,170.204676270107,-82.1023381350535,-1.04460843665471,0.418086037540828,200.994045870316,-97.497022935158,-0.899838371561551,0.40295057869374,154.430833872043,-74.2154169360213,0.758434021369504,0.751493328066555,-213.977840116718,109.988920058359,0.750519438983844,0.710800950765226,-176.710861839313,91.3554309196566,1.35243740639414,0.760877292130256,7.20480402049399,-0.602402010246994,0.677643282757504,0.469043691337919,-12.9164665068786,9.45823325343929,0.349759998376443,0.194216928017137,-17.6949873519611,11.8474936759806,-0.931238173119924,0.390013368735501,178.731933632329,-86.3659668161647,-1.16680012623435,0.46084753133254,210.359759748888,-102.179879874444,-1.02171985945412,0.453736564377408,163.582177606234,-78.7910888031168
43,-2.18897097784875,0.900378423402872,-8.60627799736285,7.30313899868142,-1.99902918470165,0.864955345909763,23.9585567534686,-8.97927837673431,-1.8766477958976,0.662826307125567,234.920257638211,-114.460128819106,-1.64825360324892,0.542724813572552,283.931487428624,-138.965743714312,-1.47399785942804,0.40366078035682,351.546667456226,-172.773333728113,-1.34406914595866,0.319416642996182,383.985493337578,-188.992746668789,-1.33253777674748,0.31848642570991,377.630236394533,-185.815118197266,-0.82618520214545,0.310343970945628,199.604274809108,-96.802137404554,-2.12012805113362,0.883449748594628,13.796589591401,-3.89829479570052,-1.93018625426133,0.839667901371076,50.2031379491537,-22.1015689745768,-1.80780486764322,0.641881961144714,238.445348606848,-116.222674303424,-1.57941066907228,0.516325260743138,288.06423298787,-141.032116493935,-1.40515493087309,0.376735817442358,355.052656489434,-174.526328244717,-1.27446805275453,0.292445827094516,388.091055992334,-191.045527996167,-1.26218665623391,0.289325034980639,383.402235873547,-188.701117936774,-0.756584102248703,0.26105668347536,212.664637208855,-103.332318604427,0.881390735891059,0.8005327672874,-210.11882054335,108.059410271675,0.873508354304975,0.759714050196897,-166.009150087426,86.004575043713,1.46953231007036,0.775088831235513,24.8316247523548,-9.41581237617739,0.797636494865022,0.534546177149928,0.186404605163965,2.90679769741802,0.472443997917322,0.29526807764916,-7.6392931468297,6.81964657341485,-0.80124945589827,0.329223425680002,171.961488237699,-82.9807441188495,-1.03510690131772,0.411328622918441,203.268507070117,-98.6342535350586,-0.891246498411993,0.396129439655956,156.66874957319,-75.334374786595,0.759272197830554,0.754541951132611,-216.446568466194,111.223284233097,0.751389816416607,0.713762287079294,-178.769376450627,92.3846882253133,1.34741377200679,0.756625749414687,10.7295124612665,-2.36475623063326,0.675517952251874,0.466964313844692,-12.1347387680781,9.06736938403907,0.350325459790564,0.19520416676756,-17.9401759287822,11.9700879643911,-0.922804914211659,0.38376655404497,180.749320285591,-87.3746601427953,-1.15688452159356,0.453946078717065,212.865466511054,-103.432733255527,-1.01269945119333,0.446704099111113,166.102122645766,-80.051061322883
44,-2.19078772475451,0.901223886816189,-10.3108714977905,8.15543574889523,-2.00149751363742,0.866468048202595,21.7056154984861,-7.85280774924306,-1.88548866894623,0.668604151534457,231.463331829183,-112.731665914592,-1.6586169421412,0.549175089423731,281.090221645317,-137.545110822659,-1.48681512354293,0.410415556723651,349.268325392313,-171.634162696157,-1.35734632699123,0.325669845396893,382.157859535651,-188.078929767826,-1.34392557787668,0.323864526950942,376.077385370028,-185.038692685014,-0.832911901972973,0.315332338059191,198.166911788289,-96.0834558941445,-2.12208290780211,0.884442057894321,12.0864985681719,-3.04324928408595,-1.93279269295495,0.841330608026163,48.118230183674,-21.059115091837,-1.81678385045338,0.647806966344311,235.1087019719,-114.55435098595,-1.58991211776074,0.522837225735067,285.353237795617,-139.676618897808,-1.41811030474247,0.383438342487687,352.890226856572,-173.445113428286,-1.28794195634307,0.298580877731041,386.366754038133,-190.183377019067,-1.273769575071,0.294578918583879,381.947862896876,-187.973931448438,-0.763507524759101,0.265784054905144,211.393867943845,-102.696933971923,0.881480730238238,0.800119436264044,-209.704814331596,107.852407165798,0.873542655488328,0.759226380963772,-165.60365402684,85.80182701342,1.46658977811691,0.771431791183907,28.0574555296962,-11.0287277648481,0.796374751662569,0.53247250235777,1.07545914948903,2.46227042525549,0.472699396627044,0.295374463009507,-7.66948715044289,6.83474357522145,-0.795632773230731,0.324398018096181,173.380754443392,-83.6903772216962,-1.02820349434255,0.405549946893569,205.192921928206,-99.596460964103,-0.88514996497956,0.390484584418013,158.501710438839,-76.2508552194196,0.759319195262784,0.754091729181976,-216.080062209177,111.040031104589,0.751381120685327,0.713231589092358,-178.398910505075,92.1994552525377,1.3444282431918,0.752733825548187,13.9025127279316,-3.95125636396578,0.674213211790566,0.464827104147876,-11.3344409294167,8.66722046470834,0.350537861631614,0.195300148246619,-17.9640297309559,11.9820148654779,-0.917240216602362,0.378888245036711,182.310582555123,-88.1552912775614,-1.1500464066475,0.448252430633069,214.90893017781,-104.454465088905,-1.00665356632979,0.441110702857597,168.083642187786,-81.0418210938928
45,-2.20197482454951,0.90196223622714,-11.811482910359,8.90574145517951,-2.01271433863403,0.868037091602621,19.3416350185144,-6.67081750925718,-1.90220155435358,0.674164437212758,228.07918539504,-111.03959269752,-1.67521518422156,0.554997972074793,278.490181656035,-136.245090828017,-1.50463324804812,0.416392350377883,347.230519171922,-170.615259585961,-1.37470650607324,0.331071767447515,380.565334460443,-187.282667230222,-1.35978533592985,0.328606502477285,374.69792554393,-184.348962771965,-0.842475686837818,0.319735674165562,196.889392349247,-95.4446961746235,-2.13290208426449,0.885152476041693,10.8531590804746,-2.42657954023731,-1.94364159459418,0.842868973771276,46.1696856916743,-20.0848428458372,-1.83312881252755,0.65336613305838,231.926635581024,-112.963317790512,-1.60614243647479,0.528591209107332,282.926829853774,-138.463414926887,-1.43556050589941,0.389269230185817,350.989805590761,-172.494902795381,-1.30496786783791,0.303791075831371,384.890504322932,-189.445252161466,-1.28929161543946,0.299119510273164,380.682189755466,-187.341094877733,-0.772737042183484,0.26981849124362,210.302879409325,-102.151439704662,0.884845787677515,0.798722483892122,-208.31188910952,107.15594455476,0.876630343301757,0.757473798069579,-164.153133666315,85.0765668331575,1.47045904138105,0.76827667605648,30.7993391571086,-12.3996695785543,0.799453310434909,0.531593901272636,1.45095644828381,2.2745217758581,0.474799779730344,0.295226560208952,-7.62751101635018,6.81375550817509,-0.795744677550883,0.321479700033466,174.234189733174,-84.1170948665872,-1.02844424919868,0.401956782527143,206.380107700877,-100.190053850439,-0.884389739237224,0.386225256825617,159.873569634427,-76.9367848172135,0.762162774439532,0.752666255863995,-214.924055832292,110.462027916146,0.753947330235119,0.711415932933495,-177.136614951966,91.5683074759829,1.34777602810828,0.749433655558581,16.5541822812445,-5.27709114062227,0.676770292107249,0.463992605157148,-11.0228223655575,8.51141118277874,0.35211676663301,0.195226009394067,-17.9456041186462,11.9728020593231,-0.917874886387483,0.375893776487001,183.262875127196,-88.6314375635981,-1.1508204273505,0.444670892357267,216.183576309361,-105.09178815468,-1.00641451819901,0.436842021841155,169.582570505288,-81.791285252644
46,-2.20359722704277,0.901042544391877,-9.94402943599746,7.97201471799873,-2.01543798012836,0.868220599955247,19.0633203509531,-6.53166017547657,-1.91031668673258,0.67823581673244,225.564401727548,-109.782200863774,-1.6840896617437,0.5594970761579,276.457830379247,-135.228915189623,-1.51508709206546,0.421147122168584,345.594403985255,-169.797201992627,-1.38528174373113,0.335285379725814,379.314177892687,-186.657088946343,-1.36984023638261,0.332666414916937,373.50911672991,-183.754558364955,-0.847421228169498,0.322634825458343,196.043752462412,-95.0218762312062,-2.13477373883815,0.88449862401974,11.9885737114424,-2.99428685572121,-1.94661448816218,0.843344095010453,45.5640242634826,-19.7820121317413,-1.84149319699954,0.657700386014025,229.410102266855,-111.705051133428,-1.61526616606167,0.533282364600832,280.926590029248,-137.463295014624,-1.44626360197843,0.39411157715001,349.39773058027,-171.698865290135,-1.315755791834,0.308008129784985,383.687538217981,-188.843769108991,-1.2995760254836,0.303165292842834,379.547515681544,-186.773757840772,-0.777895269945077,0.272701000875551,209.519695485875,-101.759847742937,0.885447069791367,0.797816752913141,-207.413925705773,106.706962852887,0.876844459926392,0.755956748425442,-162.905990386792,84.4529951933959,1.46923307939841,0.765086233025972,33.5342205519848,-13.7671102759924,0.799559710867959,0.53041132833862,1.95525502132807,2.02237248933597,0.475677833999644,0.295581633228697,-7.72829872334815,6.86414936167408,-0.792687415564835,0.31823702852715,175.178184543527,-84.5890922717636,-1.02509118730823,0.398362568975521,207.560525487981,-100.780262743991,-0.880190657346325,0.381648914890282,161.336964827072,-77.6684824135362,0.762789034181141,0.75202636851861,-214.407295749259,110.20364787463,0.754186424491861,0.710094584655649,-176.222959222017,91.1114796110087,1.34657504381907,0.746235777608904,19.0905510990099,-6.54527554950497,0.676901670099318,0.463016923031018,-10.659097832796,8.32954891639801,0.353019798592738,0.195740006879822,-18.0733820297251,12.0366910148626,-0.914804890081642,0.372473885572021,184.344886298932,-89.1724431494662,-1.14745697344323,0.44099337833387,217.483853907383,-105.741926953692,-1.00220191615354,0.43215378634673,171.215787586198,-82.6078937930988
47,-2.20642515757655,0.901206586061736,-10.2758443258384,8.1379221629192,-2.01957526091095,0.869713849322423,16.7840958990318,-5.39204794951589,-1.92138136764073,0.684482303133785,221.643570679032,-107.821785339516,-1.69656419204159,0.566465007410255,273.268916607091,-133.634458303545,-1.5302475344381,0.428595009934701,343.004378892101,-168.50218944605,-1.40128881683404,0.342248254367492,377.229191908991,-185.614595954495,-1.3859748716611,0.339784102237022,371.407379505812,-182.703689752906,-0.855953223483209,0.328367498235847,194.360908877629,-94.1804544388143,-2.13789591464767,0.884976351550211,11.1596342667301,-2.57981713336504,-1.95104601420655,0.845171847282164,43.2168437838688,-18.6084218919344,-1.85285212318976,0.664254447129973,225.543536692022,-109.771768346011,-1.62803494161193,0.540457521514724,277.827978600462,-135.913989300231,-1.46171828961395,0.401621296919897,346.90332814966,-170.45166407483,-1.33201681112246,0.314904267297967,381.704444856502,-187.852222428251,-1.31597724795868,0.310167351925251,377.568071599742,-185.784035799871,-0.78668121159463,0.27822077838969,208.011258994068,-101.005629497034,0.885674358648873,0.796326515763229,-205.945186880227,105.972593440113,0.877063073049583,0.754533573367728,-161.743047849822,83.8715239249111,1.46722881393607,0.761184223931119,36.8290096562175,-15.4145048281087,0.798590776080752,0.527867177092189,3.03589614536741,1.4820519273163,0.476065726642417,0.295359226033207,-7.66516235358013,6.83258117679006,-0.785783940492002,0.312014929041021,176.977032410289,-85.4885162051445,-1.01772616547225,0.391762302085947,209.709946440851,-101.854973220426,-0.872740798052407,0.374383703400088,163.638090978932,-78.8190454894662,0.763033801439424,0.75071800719055,-213.354827534979,109.677413767489,0.754422516016413,0.708848059517209,-175.364849750936,90.6824248754682,1.34458825681032,0.74226445632704,22.1962425158262,-8.09812125791312,0.675950213568198,0.460617257243545,-9.76733047296859,7.88366523648429,0.353425169659396,0.195722843369712,-18.0691139256,12.0345569628,-0.907912968173422,0.366057750622792,186.359055994425,-90.1795279972125,-1.14011019897642,0.434370325760347,219.804171054027,-106.902085527013,-0.994763022399944,0.424818075865977,173.744430159647,-83.8722150798236
