sma,coef.K27.I.FUS3,r.sqr.K27.I.FUS3,aic.K27.I.FUS3,loglik.K27.I.FUS3,coef.K27.II.FUS3,r.sqr.K27.II.FUS3,aic.K27.II.FUS3,loglik.K27.II.FUS3,coef.K27.III.FUS3,r.sqr.K27.III.FUS3,aic.K27.III.FUS3,loglik.K27.III.FUS3,coef.K27.IV.FUS3,r.sqr.K27.IV.FUS3,aic.K27.IV.FUS3,loglik.K27.IV.FUS3,coef.K27.V.FUS3,r.sqr.K27.V.FUS3,aic.K27.V.FUS3,loglik.K27.V.FUS3,coef.K27.VI.FUS3,r.sqr.K27.VI.FUS3,aic.K27.VI.FUS3,loglik.K27.VI.FUS3,coef.K27.VII.FUS3,r.sqr.K27.VII.FUS3,aic.K27.VII.FUS3,loglik.K27.VII.FUS3,coef.K27.VIII.FUS3,r.sqr.K27.VIII.FUS3,aic.K27.VIII.FUS3,loglik.K27.VIII.FUS3,coef.K27.I.STM,r.sqr.K27.I.STM,aic.K27.I.STM,loglik.K27.I.STM,coef.K27.II.STM,r.sqr.K27.II.STM,aic.K27.II.STM,loglik.K27.II.STM,coef.K27.III.STM,r.sqr.K27.III.STM,aic.K27.III.STM,loglik.K27.III.STM,coef.K27.IV.STM,r.sqr.K27.IV.STM,aic.K27.IV.STM,loglik.K27.IV.STM,coef.K27.V.STM,r.sqr.K27.V.STM,aic.K27.V.STM,loglik.K27.V.STM,coef.K27.VI.STM,r.sqr.K27.VI.STM,aic.K27.VI.STM,loglik.K27.VI.STM,coef.K27.VII.STM,r.sqr.K27.VII.STM,aic.K27.VII.STM,loglik.K27.VII.STM,coef.K27.VIII.STM,r.sqr.K27.VIII.STM,aic.K27.VIII.STM,loglik.K27.VIII.STM,coef.K4.I.ACT2,r.sqr.K4.I.ACT2,aic.K4.I.ACT2,loglik.K4.I.ACT2,coef.K4.II.ACT2,r.sqr.K4.II.ACT2,aic.K4.II.ACT2,loglik.K4.II.ACT2,coef.K4.III.ACT2,r.sqr.K4.III.ACT2,aic.K4.III.ACT2,loglik.K4.III.ACT2,coef.K4.IV.ACT2,r.sqr.K4.IV.ACT2,aic.K4.IV.ACT2,loglik.K4.IV.ACT2,coef.K4.V.ACT2,r.sqr.K4.V.ACT2,aic.K4.V.ACT2,loglik.K4.V.ACT2,coef.K4.VI.ACT2,r.sqr.K4.VI.ACT2,aic.K4.VI.ACT2,loglik.K4.VI.ACT2,coef.K4.VII.ACT2,r.sqr.K4.VII.ACT2,aic.K4.VII.ACT2,loglik.K4.VII.ACT2,coef.K4.VIII.ACT2,r.sqr.K4.VIII.ACT2,aic.K4.VIII.ACT2,loglik.K4.VIII.ACT2,coef.K4.I.PP2AA3,r.sqr.K4.I.PP2AA3,aic.K4.I.PP2AA3,loglik.K4.I.PP2AA3,coef.K4.II.PP2AA3,r.sqr.K4.II.PP2AA3,aic.K4.II.PP2AA3,loglik.K4.II.PP2AA3,coef.K4.III.PP2AA3,r.sqr.K4.III.PP2AA3,aic.K4.III.PP2AA3,loglik.K4.III.PP2AA3,coef.K4.IV.PP2AA3,r.sqr.K4.IV.PP2AA3,aic.K4.IV.PP2AA3,loglik.K4.IV.PP2AA3,coef.K4.V.PP2AA3,r.sqr.K4.V.PP2AA3,aic.K4.V.PP2AA3,loglik.K4.V.PP2AA3,coef.K4.VI.PP2AA3,r.sqr.K4.VI.PP2AA3,aic.K4.VI.PP2AA3,loglik.K4.VI.PP2AA3,coef.K4.VII.PP2AA3,r.sqr.K4.VII.PP2AA3,aic.K4.VII.PP2AA3,loglik.K4.VII.PP2AA3,coef.K4.VIII.PP2AA3,r.sqr.K4.VIII.PP2AA3,aic.K4.VIII.PP2AA3,loglik.K4.VIII.PP2AA3
32,-3.17218944363186,0.845679362539795,78.9244671480577,-36.4622335740289,-2.85950598563857,0.791552759647299,110.774650865744,-52.3873254328721,-2.5019666976035,0.526913917313767,302.656089284156,-148.328044642078,-2.11206228875579,0.398554286493984,338.741669694097,-166.370834847049,-1.77186660307603,0.260871913719093,394.478980274108,-194.239490137054,-1.57206406830107,0.195514950349276,417.101404089538,-205.550702044769,-1.56283145147225,0.19519508557255,410.221848754523,-202.110924377261,-0.986142261683088,0.19783029675541,229.527464539439,-111.763732269719,-3.06681056507789,0.826749608722527,93.0796643881234,-43.5398321940617,-2.75412710166246,0.764573958154112,127.033045193322,-60.5165225966611,-2.39658781678866,0.504523258376279,303.376901393698,-148.688450696849,-2.00668339897948,0.372763502180488,340.046433896414,-167.023216948207,-1.66648772165632,0.236992801236074,395.512054109795,-194.756027054898,-1.46677073223684,0.173315404252825,418.901646426293,-206.450823213146,-1.456070894549,0.171560227587313,413.454713226017,-203.727356613009,-0.880848910542682,0.158324603121774,238.438932878631,-116.219466439315,1.31595033474358,0.798111516294344,-207.705718881119,106.85285944056,1.30458525597934,0.757885143335652,-164.492638838282,85.2463194191408,2.27194823516268,0.828576275497807,-29.4817964822824,17.7408982411412,1.22662513652365,0.565381176345399,-13.5222980512742,9.76114902563712,0.704248936729502,0.29343414880276,-7.11950776544997,6.55975388272498,-1.38363581489585,0.437461425334218,137.118161349587,-65.5590806747937,-1.74450062150515,0.521015822596077,162.64700266102,-78.3235013305102,-1.52458672628802,0.51588470321212,113.124504691183,-53.5622523455916,1.12784898191784,0.744616625213974,-208.518609582991,107.259304791496,1.11648390337224,0.704807228629973,-172.608181341648,89.3040906708239,2.08384688176072,0.809381346962687,-38.1355941713549,22.0677970856774,1.03852377960642,0.493611446427611,-22.3915604215122,14.1957802107561,0.516147584765312,0.189511649091041,-16.5305066460577,11.2652533230289,-1.57053477907048,0.495317167635837,141.209574614697,-67.6047873073484,-1.93144419484571,0.564259278562575,168.408410133858,-81.204205066929,-1.71141226153301,0.5677733480507,117.454384456401,-55.7271922282003
33,-3.18127802722728,0.848440425150531,75.3137234732141,-34.6568617366071,-2.869969869632,0.795395485893681,107.053241067536,-50.5266205337679,-2.5188757525109,0.532746630572164,300.17494779832,-147.08747389916,-2.12945209886954,0.404147959352141,336.872890257542,-165.436445128771,-1.79091522313905,0.265855674965789,393.125861809757,-193.562930904878,-1.59147387299942,0.199860438381708,416.028992850493,-205.014496425246,-1.58229247202112,0.199678383704406,409.126946013641,-201.563473006821,-0.996049214146997,0.201309177530913,228.666903026672,-111.333451513336,-3.07572370736915,0.829517087777376,89.8590991100372,-41.9295495550186,-2.76441554435326,0.768402548215914,123.75383043516,-58.8769152175799,-2.41332143039471,0.510335096252112,301.01707615245,-147.508538076225,-2.02389776777794,0.37825389637325,338.288065268365,-166.144032634182,-1.68536090040347,0.241795016870353,394.249315974021,-194.12465798701,-1.48598728938832,0.177431695540891,417.91328694876,-205.95664347438,-1.47538998569338,0.175783525212945,412.45297056125,-203.226485280625,-0.890562615604354,0.161422030282801,237.708934314393,-115.854467157196,1.31765033142347,0.798206997565792,-207.80032938619,106.900164693095,1.3057359464295,0.757355497468637,-164.055600487005,85.0278002435023,2.27189097731042,0.826496851277196,-27.0703295029598,16.5351647514799,1.22712622794317,0.564451591320854,-13.0949846137525,9.54749230687626,0.705279421542734,0.293569733503247,-7.15788995184235,6.57894497592117,-1.3800579089489,0.434154321039722,138.278774009851,-66.1393870049257,-1.74192891320251,0.518230491846363,163.789255255465,-78.8946276277324,-1.52097356555043,0.512236566891928,114.603467463938,-54.3017337319692,1.12913441331433,0.74447944674341,-208.411208980779,107.205604490389,1.11722002854313,0.704001270236013,-172.062869785772,89.0314348928861,2.08337505859407,0.80702521404018,-35.6786568894047,20.8393284447024,1.03861030575311,0.492479533397159,-21.9450061535574,13.9725030767787,0.516763504213862,0.189497018296884,-16.5268963135747,11.2634481567873,-1.56737926718137,0.492141279026606,142.451653035454,-68.225826517727,-1.92929475227702,0.56164900985282,169.585001691905,-81.7925008459523,-1.70821729588881,0.564326984621613,119.018936649819,-56.5094683249094
34,-3.19123976733418,0.851617586242611,71.0765308831477,-32.5382654415738,-2.88063571728322,0.799305459340203,103.19426858387,-48.597134291935,-2.53722188826003,0.539177509406313,297.403199479206,-145.701599739603,-2.14892946760769,0.410541071812622,334.715422850635,-164.357711425318,-1.81265745784026,0.271665827797719,391.53672845542,-192.76836422771,-1.61358760726348,0.204917367254984,414.773650147189,-204.386825073594,-1.60304362263996,0.204480142840486,407.947445860787,-200.973722930393,-1.00827462457292,0.205743211122261,227.56461829076,-110.78230914538,-3.08533995107234,0.832615308238804,86.1910264450841,-40.0955132225421,-2.77473589559311,0.772205869222253,120.442139014893,-57.2210695074467,-2.4313220697249,0.516675336983455,298.410540300938,-146.205270150469,-2.04302964009646,0.384470703034478,336.278210719676,-165.139105359838,-1.70675763871089,0.247350548487051,392.778477611797,-193.389238805899,-1.50770733410768,0.182180113013883,416.766985980995,-205.383492990498,-1.49577228786693,0.180259599657078,411.38565210264,-202.69282605132,-0.902394336500104,0.165307464924565,236.789396870115,-115.394698435057,1.32038481205957,0.799509943330143,-209.095885130837,107.547942565418,1.30840038142976,0.758539210549618,-165.033664936745,85.5168324683723,2.27323826893897,0.825398730343209,-25.8084959626564,15.9042479813282,1.22831999170267,0.564129634928683,-12.9471996834668,9.47359984173342,0.706879959003496,0.294162861481709,-7.32588307020748,6.66294153510374,-1.3746661096858,0.429748019255213,139.814649241155,-66.9073246205777,-1.73658951903495,0.513833933430431,165.578894952823,-79.7894474764116,-1.51537715712177,0.507313782635108,116.581736613548,-55.2908683067742,1.13129409538679,0.745452739370055,-209.174475182982,107.587237591491,1.11930966498257,0.704862124201053,-172.645377832463,89.3226889162313,2.08414755166529,0.805594990473599,-34.2018322518249,20.1009161259124,1.03922927097344,0.491828082001823,-21.6884515137694,13.8442257568847,0.517789243127381,0.189772119878264,-16.5947919995276,11.2973959997638,-1.56257285124526,0.48796881894914,144.071733208464,-69.0358666042318,-1.92454639033788,0.557559118841738,171.414524298187,-82.7072621490935,-1.70320031639006,0.559736965197148,121.083567059795,-57.5417835298974
35,-3.20481240211659,0.856946981819496,63.7610308873007,-28.8805154436504,-2.89471169060219,0.805322261638462,97.1065713340953,-45.5532856670477,-2.56276859592334,0.548853748007288,293.15893044501,-143.579465222505,-2.17641254663412,0.420162906463051,331.423851973012,-162.711925986506,-1.8440673885726,0.280530497206178,389.087562082827,-191.543781041413,-1.6463559451848,0.212835408563837,412.791930422681,-203.39596521134,-1.63386257197832,0.212016943879416,406.081678332225,-200.040839166112,-1.02613244410623,0.212606931002565,225.846127866765,-109.923063933383,-3.09877118066142,0.837992902085004,79.6601147959971,-36.8300573979985,-2.78867046370521,0.778228559532087,115.083142655861,-54.5415713279306,-2.45672737218863,0.526343972251607,294.369094382364,-144.184547191182,-2.07037131391134,0.393942991016144,333.176513267565,-163.588256633782,-1.73802616425708,0.25592031694322,390.488186894978,-192.244093447489,-1.54027311210549,0.189699017472651,414.938186050387,-204.469093025193,-1.52642448060273,0.187368743742075,409.67844156076,-201.83922078038,-0.920049596242957,0.17144505483384,235.328101022669,-114.664050511335,1.32372609674412,0.80175572264584,-211.348816841734,108.674408420867,1.31151026887779,0.760436719419234,-166.611564114958,86.3057820574792,2.27410692217377,0.824173444738931,-24.4098734668883,15.2049367334441,1.22978620167818,0.564206497832254,-12.982471492548,9.49123574627402,0.709821646384127,0.295949737849811,-7.83283910768798,6.91641955384399,-1.36397811842372,0.422219921000412,142.411414386869,-68.2057071934343,-1.72634706689714,0.506737794960233,168.433547571002,-81.216773785501,-1.50462571995664,0.499152439163654,119.818306649988,-56.9091533249941,1.13441352340188,0.74788503308538,-211.094738639153,108.547369319576,1.12219769576591,0.706912057987403,-174.039360907016,90.0196804535079,2.08479434822442,0.804283671065364,-32.8573025195611,19.4286512597806,1.04047362426607,0.491898739200476,-21.7162618310112,13.8581309155056,0.520509073825152,0.19134007876138,-16.9822084398973,11.4911042199486,-1.55211269730893,0.480465831534069,146.952050401755,-70.4760252008775,-1.91454016796139,0.55063240257472,174.474801427991,-84.2374007139956,-1.69267038790311,0.551744954243469,124.627599881296,-59.3137999406482
36,-3.21804177662677,0.862859230215645,55.3195502702216,-24.6597751351108,-2.90839338812772,0.811845218126439,90.2904441837704,-42.1452220918852,-2.58926122427319,0.559496594712019,288.384251469193,-141.192125734596,-2.2058830565447,0.431030598959079,327.639744987968,-160.819872493984,-1.87868488640497,0.290765084534087,386.222095364933,-190.111047682467,-1.6829764141879,0.222106748550673,410.446014838694,-202.223007419347,-1.6686114368908,0.220896273619685,403.860528522801,-198.930264261401,-1.04634793995723,0.22076596163456,223.783731954323,-108.891865977161,-3.11180068888976,0.843903395049585,72.2271007011232,-33.1135503505616,-2.80215229494372,0.784700820063116,109.159400925535,-51.5797004627677,-2.48302013424944,0.536937914959214,289.845046312554,-141.922523156277,-2.09964195752281,0.404608726676143,329.625460421485,-161.812730210743,-1.77244379583321,0.265793866781848,387.816525825723,-190.908262912862,-1.5765923000378,0.198480434387604,412.78070300492,-203.39035150246,-1.56089474154878,0.19571863172716,407.65409891108,-200.82704945554,-0.93996381141323,0.178703903114346,233.585808904396,-113.792904452198,1.32658078926154,0.804120399192253,-213.748777922571,109.874388961285,1.31437916934519,0.762726594384342,-168.532467127797,87.2662335638986,2.2737022934775,0.822757636503775,-22.8058627496471,14.4029313748236,1.23083742317092,0.56440142509023,-13.0719500482317,9.53597502411583,0.712759670942558,0.297998160817167,-8.41558406134593,7.20779203067297,-1.35127628760171,0.413966056479387,145.219925960458,-69.6099629802292,-1.71413113881185,0.499068369303719,171.473008833813,-82.7365044169063,-1.49198839561616,0.490315978797676,123.263675590715,-58.6318377953574,1.13754916355946,0.751000572357582,-213.581659349871,109.790829674936,1.12534754387636,0.709917438623727,-176.100787008426,91.0503935042132,2.08467066725555,0.803092529463173,-31.6437792861643,18.8218896430822,1.04180579320747,0.492487214257735,-21.9480329945236,13.9740164972618,0.523728046014025,0.19345005908204,-17.5047365819805,11.7523682909903,-1.53913806212693,0.471980078325791,150.159934181529,-72.0799670907644,-1.90206140498597,0.542908633378016,177.832083816228,-85.9160419081141,-1.67975661146109,0.542819219558429,128.511755211335,-61.2558776056673
37,-3.23440802829083,0.867922548060541,47.7956688023236,-20.8978344011618,-2.92496099663631,0.817601845742073,84.0758494743742,-39.0379247371871,-2.61802536585176,0.569545175817467,283.76909236703,-138.884546183515,-2.23774756891896,0.44167222097954,323.863655301507,-158.931827650754,-1.91531411816973,0.300918685731649,383.3381473089,-188.66907365445,-1.72173317743287,0.231457019937924,408.051637032297,-201.025818516148,-1.70475946058847,0.229621677548848,401.653084753555,-197.826542376777,-1.06884622079018,0.229373522226936,221.584418529037,-107.792209264518,-3.12795466515107,0.849033553711788,65.5436055056201,-29.77180275281,-2.81850762803354,0.790485358317608,103.712406963146,-48.8562034815732,-2.51157200040983,0.547002889242464,285.449968189909,-139.724984094955,-2.13129419447399,0.415112994778949,326.065437113892,-160.032718556946,-1.80886075220996,0.275641780535437,385.11577055664,-189.55788527832,-1.61503963345473,0.2073854263371,410.568584585633,-202.284292292816,-1.59674490552606,0.203969261513711,405.633070938348,-199.816535469174,-0.962152662955081,0.186437258766192,231.712600277357,-112.856300138679,1.33152175789872,0.806649691190952,-216.348092659896,111.174046329948,1.3195709903472,0.765469406339326,-170.857875864272,88.428937932136,2.27713596522142,0.821707805571453,-21.6247297653506,13.8123648826753,1.23439537347189,0.565236310049842,-13.4556455503873,9.72782277519366,0.717232744387893,0.30045700126784,-9.11733627270671,7.55866813635335,-1.3406356101253,0.405865073200794,147.938214711453,-70.9691073557266,-1.70428994092833,0.491402491927082,174.46491231155,-84.232456155775,-1.48191024940869,0.481837669279468,126.51370387377,-60.2568519368849,1.14242905075382,0.754211514612933,-216.177508801465,111.088754400732,1.13047828343159,0.713335310678303,-178.471261813038,92.2356309065188,2.08804325781515,0.802240204708789,-30.7799365981736,18.3899682990868,1.04530266177935,0.493674052582558,-22.4162884786164,14.2081442393082,0.528140038088392,0.195880026421708,-18.1082045331481,12.0541022665741,-1.52857323326493,0.463686839081428,153.245612210009,-73.6228061050045,-1.892302680003,0.535226153157737,181.115608606504,-87.5578043032518,-1.66974884314731,0.53428943968783,132.15338540124,-63.0766927006199
38,-3.24610890406187,0.87236616654163,40.951064928365,-17.4755324641825,-2.93744036450437,0.822850817086756,78.2359015766211,-36.1179507883106,-2.64277871484013,0.579139732778302,279.260790649141,-136.63039532457,-2.26544704139362,0.451717596853896,320.232511481237,-157.116255740618,-1.94706638740857,0.310321552156637,380.629828600814,-187.314914300407,-1.75607123467575,0.240237484966805,405.776501321581,-199.888250660791,-1.73634851015188,0.237661902584885,399.596737549597,-196.798368774799,-1.08858567125564,0.237386442815178,219.514849922917,-106.757424961459,-3.13951540689029,0.85351365672283,59.5185259156273,-26.7592629578136,-2.83084686184797,0.79573678886307,98.6355644108413,-46.3177822054206,-2.53618521537032,0.556597909695319,281.168220988138,-137.584110494069,-2.15885353291133,0.425017845686142,322.64950296045,-158.324751480225,-1.84047288740562,0.284757326373567,382.582938655373,-188.291469327686,-1.64913307462628,0.215745190334883,408.469173186611,-201.234586593306,-1.62807733864804,0.211564508256223,403.753977858748,-198.876988929374,-0.981647497958176,0.193630478371613,229.954172625051,-111.977086312526,1.33465900601399,0.808742680122684,-218.524866531894,112.262433265947,1.32313737841288,0.767986311217046,-173.015809753871,89.5079048769353,2.27791760840221,0.820534401663971,-20.3127716317475,13.1563858158738,1.23627625594536,0.565762061817482,-13.6976482416447,9.84882412082233,0.720597405718421,0.302641710713194,-9.74292413503002,7.87146206751501,-1.3301348906746,0.398796212115918,150.280062748043,-72.1400313740216,-1.69346447770635,0.48427632706826,177.206000072737,-85.6030000363686,-1.47140831196325,0.474210224518918,129.392443898859,-61.6962219494295,1.14577573146763,0.757033684383928,-218.487215943686,112.243607971843,1.13425410409363,0.716590880027911,-180.75560092043,93.3778004602148,2.08903433387189,0.801305047970661,-29.8364155745656,17.9182077872828,1.04739297665479,0.494603046309924,-22.7835803477401,14.3917901738701,0.53171413204913,0.198120611116594,-18.6662585899428,12.3331292949714,-1.51788069536643,0.456380436689313,155.924834192608,-74.962417096304,-1.88129562387127,0.528032765834397,184.14125824995,-89.070629124975,-1.65904656956706,0.52654925098976,135.400648003823,-64.7003240019114
39,-3.24866307040651,0.875883201960883,35.36257566603,-14.681287833015,-2.94164879155142,0.827234885659644,73.2240480733792,-33.6120240366896,-2.65955473121703,0.587954660735162,275.02729430951,-134.513647154755,-2.28559898930405,0.460917782128292,316.848033212137,-155.424016606069,-1.97194592793188,0.319083712488866,378.072608883311,-186.036304441655,-1.7827781823428,0.248180055013518,403.695710647905,-198.847855323953,-1.76172436914579,0.245221793488352,397.643359449643,-195.821679724821,-1.10401087913875,0.244733337305541,217.598102540282,-105.799051270141,-3.1424072853767,0.857184669953737,54.4425645652,-24.2212822826,-2.83539300103007,0.800253206066155,94.163788664136,-44.081894332068,-2.55329894389351,0.565518975019862,277.103273265118,-135.551636632559,-2.17934319301111,0.434186457298257,319.434620907219,-156.71731045361,-1.86569014005226,0.293331905502645,380.170780800991,-187.085390400495,-1.67608203587656,0.223375739055268,406.533263209989,-200.266631604995,-1.65368489292344,0.218773964508992,401.953508983669,-197.976754491835,-0.997314719758776,0.200328523094768,228.302632539134,-111.151316269567,1.33484029986041,0.810947150843332,-220.843495472528,113.421747736264,1.32351986037919,0.770315683146877,-175.033918271471,90.5169591357355,2.27205129048518,0.818316381356781,-17.8561159442368,11.9280579721184,1.23324908355134,0.564376056181984,-13.060302549363,9.53015127468149,0.721505032805911,0.304148960620559,-10.1756661399496,8.08783306997478,-1.31708840094291,0.392064521029032,152.484752717088,-73.2423763585442,-1.67889315084272,0.477237687749026,179.876489995922,-86.9382449979608,-1.45789493020908,0.466842371410796,132.133827425815,-63.0669137129076,1.14651621540772,0.759872242851648,-220.837558285188,113.418779142594,1.13519577615665,0.719542255697666,-182.849288497903,94.4246442489513,2.08372720624929,0.799194818827134,-27.7235263967533,16.8617631983766,1.04492499410721,0.493482685280482,-22.3407122027969,14.1703561013984,0.533180949196028,0.199703976060407,-19.0615624865346,12.5307812432673,-1.5042906284563,0.449451965650168,158.432412747198,-76.2162063735988,-1.86620221623394,0.520968835386549,187.067908587244,-90.5339542936221,-1.64498233657222,0.519107896145284,138.47287013097,-66.2364350654848
40,-3.25442801626178,0.879126225115972,30.0673309418089,-12.0336654709044,-2.94860076258702,0.831273984073041,68.4926961588156,-31.2463480794078,-2.67757697533134,0.596039366291632,271.064102678185,-132.532051339093,-2.30646952699724,0.469444090606011,313.659482297603,-153.829741148802,-1.99739276893546,0.327421067561985,375.608629578912,-184.804314789456,-1.80912727382503,0.255665195011217,401.71453846681,-197.857269233405,-1.78807218803799,0.25269785326022,395.692305617168,-194.846152808584,-1.1192410068651,0.251625566383753,215.782947423489,-104.891473711744,-3.14843812959657,0.860606887934859,49.5917022451115,-21.7958511225558,-2.84261087041507,0.804453162293621,89.9136677977148,-41.9568338988574,-2.57158708636727,0.573735026372867,273.285050046054,-133.642525023027,-2.20047962909192,0.442715540321479,316.396863925885,-155.198431962942,-1.89140287939964,0.301518111256875,377.840410813798,-185.920205406899,-1.70267031596058,0.230604459241409,404.681673695099,-199.340836847549,-1.68026323750717,0.225939979727739,400.147347452284,-197.073673726142,-1.01278403616961,0.206667952911701,226.726724248842,-110.363362124421,1.33614986910956,0.812660818060212,-222.664659488923,114.332329744461,1.32490229362518,0.772041347573735,-176.542231713744,91.2711158568721,2.26792904152426,0.815471803360424,-14.7490231753642,10.3745115876821,1.23049608188079,0.561943289548119,-11.9464983649818,8.97324918249089,0.722252980730496,0.304825527640942,-10.370218164488,8.18510908224401,-1.30644601501438,0.385894821688425,154.484049289648,-74.242024644824,-1.66702355169453,0.470660002551562,182.339788204276,-88.169894102138,-1.44680578054705,0.459993546391583,134.648329856323,-64.3241649281617,1.14807443121586,0.762053231395969,-222.662381451728,114.331190725864,1.13682685596324,0.721719535715653,-184.408008488923,95.2040042444613,2.07985360397621,0.796345464740335,-24.9055436805171,15.4527718402585,1.0424206385572,0.491193632700612,-21.4389085716273,13.7194542858136,0.534177543640629,0.200481249147317,-19.2559032715597,12.6279516357799,-1.4934100001927,0.443135165151711,160.691263260205,-77.3456316301025,-1.85411657434462,0.514403149087675,189.749688827174,-91.8748444135868,-1.63364675795595,0.512229894085175,141.270520672365,-67.6352603361826
41,-3.26008141908676,0.882135983908674,25.0242780624696,-9.5121390312348,-2.95512420036196,0.834911548170232,64.1337381887694,-29.0668690943847,-2.6929768183423,0.602882938860152,267.646836609753,-130.823418304877,-2.32412705454782,0.476633887168882,310.930662536948,-152.465331268474,-2.01901143236934,0.334529159292416,373.483698582064,-183.741849291032,-1.83165143244238,0.262068493240899,400.003832467018,-197.001916233509,-1.81005300627384,0.259013335413928,394.028862443189,-194.014431221594,-1.13246543087137,0.257604372598167,214.194761547699,-104.09738077385,-3.15436978444554,0.863806461409832,44.9474754813135,-19.4737377406568,-2.84941256020224,0.808264224187525,85.977333158592,-39.988666579296,-2.58726518138889,0.580720997059805,269.980133993616,-131.990066996808,-2.21841540868301,0.449937879921277,313.787945581749,-153.893972790875,-1.91329979485838,0.308523401945304,375.824422546702,-184.912211273351,-1.72544250265085,0.236811800430081,403.077767502245,-198.538883751123,-1.70251395331271,0.232021310985838,398.601410766284,-196.300705383142,-1.02625648831699,0.212200820803174,225.340991937834,-109.670495968917,1.33723380872399,0.81393630390757,-224.031002260461,115.015501130231,1.32592149653291,0.773188220465905,-177.550982716789,91.7754913583947,2.26425240517067,0.812786439333178,-11.8594788231738,8.9297394115869,1.22829053838728,0.559900662473815,-11.0160802403789,8.50804012018944,0.721972296022836,0.304572342538826,-10.297390689401,8.14869534470049,-1.29791650450228,0.380892251621975,156.090445532939,-75.0452227664697,-1.65740848855134,0.465243099282109,184.345506224969,-89.1727531124843,-1.43781308734884,0.454362816478828,136.691843402395,-65.3459217011975,1.1493327633578,0.763683737869899,-224.037578582726,115.018789291363,1.13802045139932,0.72319713135898,-185.472784925704,95.736392462852,2.07635136018619,0.793623318044925,-22.2499539841572,14.1249769920786,1.04038948734705,0.489255127303323,-20.6783748555418,13.3391874277709,0.534071251463901,0.20039074388187,-19.2332646172058,12.6166323086029,-1.48470920089401,0.438009488595952,162.505422814229,-78.2527114071146,-1.84435311075089,0.50899637844415,191.931020353031,-92.9655101765157,-1.62447666110351,0.506573203203443,143.541992273405,-68.7709961367023
